#  L    TT    EE     BB    EB
405    1.83419E+03    2.03306E+01    4.24803E-02    -7.18410E+00
406    1.52262E+03    2.15836E+01    4.25672E-02    -1.11541E+01
407    1.62027E+03    2.17068E+01    4.13089E-02    -8.18797E+00
408    1.79541E+03    2.01219E+01    4.29581E-02    -1.32085E+01
409    1.78955E+03    2.15694E+01    4.37974E-02    -1.50659E+01
410    1.75111E+03    2.15364E+01    4.04587E-02    -3.22421E+01
411    1.59512E+03    2.33200E+01    4.17420E-02    -7.39466E+00
412    1.66824E+03    2.20631E+01    4.61312E-02    -2.31493E+01
413    1.70358E+03    2.21907E+01    4.26423E-02    -2.59424E+01
414    1.81204E+03    2.03971E+01    4.26410E-02    -2.45061E+01
415    1.82828E+03    2.35069E+01    4.39460E-02    -3.82774E+01
416    1.74001E+03    2.27272E+01    4.40248E-02    -2.68655E+01
417    1.67580E+03    2.16495E+01    4.90527E-02    -2.61674E+01
418    1.78327E+03    2.27985E+01    4.12416E-02    -3.60232E+01
419    1.72147E+03    2.11777E+01    4.35220E-02    -3.54108E+01
420    1.65064E+03    1.94785E+01    4.32901E-02    -2.58692E+01
421    1.71542E+03    2.17636E+01    4.37466E-02    -4.72526E+01
422    1.68601E+03    2.06787E+01    4.70966E-02    -4.90092E+01
423    1.77809E+03    2.09984E+01    4.65411E-02    -4.22161E+01
424    1.84604E+03    2.00000E+01    4.27036E-02    -5.03131E+01
425    1.70300E+03    1.85146E+01    4.40440E-02    -4.14439E+01
426    1.73398E+03    2.20967E+01    4.27823E-02    -4.39512E+01
427    1.70772E+03    1.99995E+01    4.57801E-02    -3.53712E+01
428    1.69897E+03    2.07428E+01    5.17576E-02    -3.80725E+01
429    1.92535E+03    2.05763E+01    4.45207E-02    -5.14142E+01
430    1.75932E+03    2.06861E+01    4.26184E-02    -5.38443E+01
431    1.81787E+03    1.92979E+01    4.48875E-02    -5.31137E+01
432    1.81786E+03    1.85455E+01    4.29307E-02    -4.43227E+01
433    1.84373E+03    1.80185E+01    5.08480E-02    -5.34524E+01
434    1.66348E+03    1.98935E+01    4.86821E-02    -4.90115E+01
435    1.88994E+03    1.97220E+01    4.66228E-02    -6.08407E+01
436    1.87932E+03    1.83620E+01    4.75234E-02    -5.90088E+01
437    1.80297E+03    1.84693E+01    4.90742E-02    -4.75909E+01
438    1.76179E+03    1.89631E+01    4.47102E-02    -5.99228E+01
439    1.80513E+03    1.76380E+01    5.08815E-02    -5.84161E+01
440    1.82306E+03    1.87107E+01    4.92764E-02    -6.02533E+01
441    1.93812E+03    1.92194E+01    4.75042E-02    -6.50567E+01
442    1.78650E+03    1.80760E+01    5.13782E-02    -4.65404E+01
443    1.96430E+03    1.86113E+01    5.19998E-02    -6.53307E+01
444    1.91076E+03    1.89049E+01    4.73712E-02    -7.25865E+01
445    1.96475E+03    1.81115E+01    4.92956E-02    -6.91144E+01
446    1.89084E+03    1.76386E+01    4.68499E-02    -6.21913E+01
447    2.11888E+03    1.84037E+01    4.83766E-02    -8.08571E+01
448    1.83461E+03    1.60007E+01    4.82895E-02    -5.78554E+01
449    2.01849E+03    1.64701E+01    5.42301E-02    -6.39749E+01
450    2.00240E+03    1.84234E+01    5.30925E-02    -8.81673E+01
451    1.93165E+03    1.67629E+01    4.68792E-02    -6.91924E+01
452    1.98288E+03    1.67881E+01    4.63719E-02    -8.03903E+01
453    2.14672E+03    1.51139E+01    5.51713E-02    -7.51206E+01
454    2.14970E+03    1.72205E+01    5.03422E-02    -8.16942E+01
455    2.03255E+03    1.57737E+01    5.22673E-02    -7.09781E+01
456    1.99084E+03    1.55672E+01    5.09803E-02    -7.29430E+01
457    2.03828E+03    1.53832E+01    4.98158E-02    -6.78111E+01
458    1.97509E+03    1.48693E+01    5.32546E-02    -6.58622E+01
459    2.01245E+03    1.56088E+01    5.02831E-02    -8.65184E+01
460    2.02743E+03    1.39774E+01    5.45495E-02    -6.91321E+01
461    2.18813E+03    1.39992E+01    4.87699E-02    -7.26798E+01
462    2.04410E+03    1.41026E+01    5.10377E-02    -7.02108E+01
463    1.91706E+03    1.50111E+01    5.49839E-02    -6.76921E+01
464    2.25613E+03    1.27767E+01    5.30571E-02    -7.85505E+01
465    2.19470E+03    1.39056E+01    5.23710E-02    -6.55479E+01
466    2.01335E+03    1.32159E+01    5.54697E-02    -7.95483E+01
467    2.27739E+03    1.36779E+01    5.51388E-02    -8.04240E+01
468    2.10268E+03    1.24613E+01    5.11435E-02    -7.06367E+01
469    2.34844E+03    1.26322E+01    5.54186E-02    -8.00579E+01
470    2.09973E+03    1.36102E+01    5.14285E-02    -8.67512E+01
471    2.02519E+03    1.30732E+01    4.90446E-02    -6.77103E+01
472    2.29690E+03    1.33610E+01    5.50449E-02    -7.87600E+01
473    2.17064E+03    1.32923E+01    5.79779E-02    -7.50252E+01
474    2.26924E+03    1.20403E+01    5.52148E-02    -7.25298E+01
475    2.10265E+03    1.10258E+01    5.29846E-02    -6.33837E+01
476    2.21747E+03    1.17054E+01    5.61050E-02    -6.99392E+01
477    2.16128E+03    1.11553E+01    4.80451E-02    -6.56394E+01
478    2.21787E+03    1.17186E+01    5.30010E-02    -7.21716E+01
479    2.32412E+03    1.10017E+01    5.79965E-02    -7.15852E+01
480    2.21232E+03    1.06613E+01    5.58812E-02    -6.34180E+01
481    2.37013E+03    1.11887E+01    5.55158E-02    -7.77701E+01
482    2.15275E+03    1.02670E+01    5.48987E-02    -6.52493E+01
483    2.09893E+03    1.03147E+01    5.45599E-02    -6.33845E+01
484    2.52203E+03    1.07995E+01    5.51712E-02    -7.60918E+01
485    2.31655E+03    1.09178E+01    5.07964E-02    -7.75835E+01
486    2.25462E+03    1.05644E+01    5.51846E-02    -7.44312E+01
487    2.18678E+03    1.01372E+01    5.68193E-02    -6.76937E+01
488    2.43764E+03    9.93594E+00    5.80744E-02    -6.91894E+01
489    2.44478E+03    1.02137E+01    5.63160E-02    -6.66013E+01
490    2.52179E+03    1.09542E+01    5.69143E-02    -7.97966E+01
491    2.39584E+03    1.02206E+01    5.56414E-02    -7.48387E+01
492    2.45699E+03    9.74545E+00    5.99820E-02    -6.62320E+01
493    2.41868E+03    9.03397E+00    5.97659E-02    -6.58203E+01
494    2.21641E+03    8.58872E+00    6.00381E-02    -6.12782E+01
495    2.34624E+03    9.12494E+00    5.94584E-02    -6.36977E+01
496    2.26645E+03    8.99485E+00    5.73788E-02    -5.86120E+01
497    2.27742E+03    7.84932E+00    5.75510E-02    -5.51671E+01
498    2.44365E+03    8.87602E+00    6.36700E-02    -6.50543E+01
499    2.45769E+03    8.34640E+00    5.71262E-02    -5.81939E+01
500    2.44999E+03    8.34144E+00    5.75777E-02    -6.32488E+01
501    2.40306E+03    8.59336E+00    5.98564E-02    -5.62115E+01
502    2.38134E+03    8.15172E+00    5.53492E-02    -5.52768E+01
503    2.59533E+03    7.96370E+00    5.83529E-02    -5.51965E+01
504    2.54723E+03    8.48833E+00    6.08363E-02    -5.94307E+01
505    2.41549E+03    8.24194E+00    5.83116E-02    -5.32810E+01
506    2.55162E+03    7.70688E+00    6.26266E-02    -5.41632E+01
507    2.49601E+03    8.08742E+00    5.89819E-02    -5.11506E+01
508    2.55308E+03    7.42474E+00    6.09097E-02    -4.95177E+01
509    2.43350E+03    7.79110E+00    5.84807E-02    -4.95359E+01
510    2.59250E+03    8.03417E+00    6.15076E-02    -5.14886E+01
511    2.55950E+03    7.97374E+00    6.42677E-02    -5.04862E+01
512    2.40106E+03    6.98634E+00    6.00938E-02    -4.28231E+01
513    2.38209E+03    7.27996E+00    5.85396E-02    -4.17734E+01
514    2.32621E+03    7.03832E+00    6.60307E-02    -4.03639E+01
515    2.60875E+03    7.23058E+00    6.37327E-02    -4.47111E+01
516    2.55424E+03    7.26457E+00    6.34190E-02    -4.99953E+01
517    2.78545E+03    7.39458E+00    5.90061E-02    -4.76198E+01
518    2.57159E+03    7.10855E+00    6.64868E-02    -4.46374E+01
519    2.72657E+03    7.04911E+00    6.44218E-02    -4.40475E+01
520    2.48893E+03    6.68031E+00    5.91112E-02    -3.50609E+01
521    2.70710E+03    7.12504E+00    6.18534E-02    -4.02015E+01
522    2.91650E+03    7.35595E+00    6.29209E-02    -4.42268E+01
523    2.50275E+03    6.86960E+00    6.61420E-02    -3.32843E+01
524    2.54263E+03    6.59544E+00    5.84661E-02    -3.54415E+01
525    2.48594E+03    6.90647E+00    6.26880E-02    -3.34239E+01
526    2.88268E+03    6.53917E+00    6.01092E-02    -3.09124E+01
527    2.42401E+03    7.51897E+00    6.13881E-02    -2.52786E+01
528    2.60296E+03    6.63829E+00    6.20125E-02    -3.64222E+01
529    2.52883E+03    7.15352E+00    6.45030E-02    -3.10607E+01
530    2.61368E+03    7.24745E+00    6.87123E-02    -3.20646E+01
531    2.74306E+03    6.74391E+00    6.34548E-02    -1.82977E+01
532    2.81662E+03    6.58454E+00    6.68370E-02    -2.73808E+01
533    2.43070E+03    7.33295E+00    6.25873E-02    -2.23185E+01
534    2.57719E+03    6.92742E+00    6.25620E-02    -1.79922E+01
535    2.55293E+03    7.16286E+00    6.71059E-02    -1.43932E+01
536    2.51509E+03    7.02926E+00    6.95339E-02    -1.71452E+01
537    2.59926E+03    7.40898E+00    6.29691E-02    -1.05831E+01
538    2.62125E+03    7.21261E+00    6.38271E-02    -1.99796E+01
539    2.71933E+03    7.19439E+00    6.34142E-02    -1.56098E+01
540    2.58679E+03    7.01565E+00    6.83013E-02    -1.61096E+01
541    2.76761E+03    7.40093E+00    6.93042E-02    -1.26517E+01
542    2.61256E+03    7.72553E+00    6.55933E-02    -7.05556E+00
543    2.50632E+03    7.25781E+00    6.61084E-02    -3.81669E+00
544    2.63998E+03    7.50691E+00    6.08047E-02    -1.47212E+01
545    2.51602E+03    8.13501E+00    6.64118E-02    -2.19504E+00
546    2.47967E+03    8.09705E+00    6.47255E-02    -6.68984E+00
547    2.48462E+03    7.73949E+00    7.09640E-02    -2.08653E+00
548    2.61555E+03    8.47410E+00    6.54329E-02    -2.32025E+00
549    2.60825E+03    8.35103E+00    6.44091E-02    -4.77115E+00
550    2.49359E+03    8.30549E+00    6.96148E-02    2.29707E-01
551    2.57557E+03    8.80787E+00    6.67047E-02    5.70477E+00
552    2.56347E+03    8.59775E+00    6.84054E-02    2.78565E+00
553    2.60571E+03    9.20681E+00    6.32256E-02    3.93211E+00
554    2.58538E+03    8.72114E+00    6.37622E-02    5.83760E+00
555    2.47891E+03    9.08278E+00    6.20745E-02    1.39875E+01
556    2.50799E+03    8.89727E+00    6.76125E-02    7.73898E+00
557    2.57285E+03    9.32759E+00    6.66791E-02    1.23186E+01
558    2.46016E+03    9.52017E+00    6.69892E-02    4.88531E+00
559    2.71165E+03    1.02657E+01    6.91414E-02    7.06961E+00
560    2.43004E+03    8.94174E+00    6.78931E-02    9.95106E+00
561    2.59303E+03    9.30733E+00    6.97979E-02    1.14058E+01
562    2.44508E+03    1.06057E+01    7.16636E-02    7.29727E+00
563    2.42938E+03    1.00702E+01    7.43860E-02    2.10602E+01
564    2.49669E+03    1.05432E+01    7.48213E-02    8.79813E+00
565    2.51596E+03    1.11315E+01    6.63661E-02    1.91678E+01
566    2.56640E+03    1.05513E+01    6.81271E-02    2.36233E+01
567    2.39454E+03    1.19702E+01    6.52192E-02    2.25745E+01
568    2.51544E+03    1.19174E+01    7.03994E-02    2.13452E+01
569    2.45841E+03    1.15022E+01    7.03974E-02    2.19912E+01
570    2.54252E+03    1.17397E+01    6.90414E-02    2.13725E+01
571    2.52498E+03    1.18831E+01    6.59902E-02    1.59271E+01
572    2.54008E+03    1.21981E+01    7.17187E-02    2.53152E+01
573    2.44965E+03    1.20142E+01    7.14069E-02    2.33504E+01
574    2.30705E+03    1.22977E+01    7.18154E-02    1.71221E+01
575    2.44183E+03    1.36615E+01    7.17440E-02    2.53538E+01
576    2.46431E+03    1.23384E+01    7.29293E-02    1.76989E+01
577    2.61201E+03    1.29073E+01    7.05935E-02    2.43444E+01
578    2.52117E+03    1.39177E+01    7.55980E-02    2.74308E+01
579    2.53727E+03    1.34249E+01    6.80012E-02    2.18507E+01
580    2.42066E+03    1.39928E+01    7.19288E-02    1.69825E+01
581    2.32437E+03    1.45204E+01    7.27900E-02    2.48850E+01
582    2.29869E+03    1.43141E+01    7.35386E-02    2.31298E+01
583    2.45373E+03    1.50779E+01    6.88572E-02    2.42071E+01
584    2.36434E+03    1.47622E+01    7.33528E-02    2.80580E+01
585    2.24527E+03    1.63231E+01    7.30675E-02    2.05061E+01
586    2.40655E+03    1.57547E+01    7.24413E-02    2.91990E+01
587    2.37176E+03    1.54784E+01    7.13717E-02    3.54464E+01
588    2.35407E+03    1.68594E+01    7.13442E-02    3.31138E+01
589    2.22948E+03    1.58949E+01    6.97564E-02    1.72823E+01
590    2.22369E+03    1.62685E+01    7.49456E-02    3.81865E+01
591    2.31224E+03    1.53741E+01    6.66591E-02    3.13657E+01
592    2.37523E+03    1.64365E+01    7.76786E-02    3.38444E+01
593    2.31988E+03    1.63647E+01    7.42016E-02    3.25436E+01
594    2.24176E+03    1.84034E+01    7.56565E-02    2.42902E+01
595    2.36912E+03    1.79636E+01    7.70658E-02    1.94126E+01
596    2.34428E+03    1.61668E+01    7.95873E-02    3.76759E+01
597    2.42825E+03    1.92178E+01    6.61480E-02    3.35141E+01
598    2.22069E+03    1.93352E+01    7.82649E-02    3.45009E+01
599    2.41221E+03    2.05826E+01    6.70794E-02    3.43238E+01
600    2.12493E+03    2.09772E+01    7.30851E-02    2.83935E+01
601    2.20375E+03    1.99845E+01    7.18690E-02    3.01379E+01
602    2.22048E+03    2.05346E+01    7.37803E-02    3.08802E+01
603    2.14550E+03    1.93048E+01    7.08379E-02    2.58050E+01
604    2.36998E+03    2.01576E+01    7.49721E-02    3.27773E+01
605    2.24398E+03    2.23290E+01    7.07747E-02    3.24836E+01
606    2.27615E+03    2.11788E+01    7.71517E-02    3.28155E+01
607    2.13860E+03    2.14937E+01    7.36685E-02    3.01324E+01
608    2.27350E+03    2.23117E+01    7.50865E-02    3.79804E+01
609    2.22834E+03    2.42397E+01    7.27234E-02    2.36958E+01
610    2.19519E+03    2.22497E+01    7.15466E-02    2.47647E+01
611    2.10303E+03    2.32321E+01    7.80751E-02    4.16834E+01
612    2.14071E+03    2.29208E+01    7.46747E-02    2.60591E+01
613    2.10042E+03    2.25841E+01    7.37606E-02    2.82494E+01
614    2.02497E+03    2.37124E+01    7.40945E-02    2.28661E+01
615    2.17116E+03    2.50135E+01    6.90039E-02    3.17217E+01
616    2.10356E+03    2.46586E+01    7.67360E-02    3.83537E+01
617    1.89037E+03    2.53765E+01    7.35089E-02    2.50079E+01
618    1.98846E+03    2.54447E+01    7.24421E-02    2.57266E+01
619    2.12341E+03    2.71843E+01    7.92414E-02    1.88036E+01
620    2.05096E+03    2.74833E+01    7.43530E-02    1.59133E+01
621    2.19660E+03    2.75140E+01    7.22546E-02    2.47317E+01
622    1.94879E+03    2.56230E+01    7.54229E-02    2.39134E+01
623    2.13753E+03    2.62836E+01    7.34430E-02    1.67407E+01
624    1.97705E+03    2.65924E+01    7.58071E-02    2.16225E+01
625    1.89194E+03    2.66414E+01    7.21452E-02    2.40380E+01
626    2.06663E+03    2.58829E+01    7.49876E-02    1.06382E+01
627    2.06466E+03    2.96796E+01    7.31221E-02    2.14161E+01
628    2.02994E+03    2.73982E+01    7.10344E-02    1.67285E+01
629    1.83554E+03    2.92235E+01    6.90509E-02    1.16001E+01
630    1.90844E+03    2.82590E+01    7.49973E-02    1.90812E+01
631    2.01803E+03    3.07847E+01    7.52525E-02    1.27121E+01
632    1.93974E+03    2.99572E+01    7.52814E-02    1.79850E+01
633    1.92303E+03    2.91765E+01    8.09966E-02    -2.68905E+00
634    1.85920E+03    2.98394E+01    7.80531E-02    6.39967E+00
635    2.03739E+03    2.81888E+01    7.72219E-02    1.09800E+01
636    1.99912E+03    3.17695E+01    7.37107E-02    8.75243E+00
637    1.88535E+03    3.05524E+01    7.11138E-02    8.97123E+00
638    1.81203E+03    3.10504E+01    7.50930E-02    1.42563E+01
639    1.89746E+03    3.13307E+01    8.09291E-02    7.49949E+00
640    2.10762E+03    3.10435E+01    7.74925E-02    -1.41241E+00
641    1.94758E+03    3.01507E+01    7.70424E-02    9.89361E-02
642    1.91639E+03    3.38518E+01    7.70251E-02    6.33237E+00
643    1.83663E+03    3.16892E+01    7.25229E-02    -2.38374E+00
644    1.96672E+03    3.27778E+01    7.69595E-02    -1.03321E+01
645    1.65572E+03    3.40725E+01    7.75599E-02    4.28163E-01
646    1.90324E+03    3.15581E+01    7.88670E-02    -1.96963E+01
647    1.92570E+03    3.16701E+01    7.59846E-02    -1.61391E+01
648    1.86855E+03    3.46713E+01    7.49075E-02    -3.81218E+00
649    1.79745E+03    3.22195E+01    7.82008E-02    -3.45475E+00
650    1.84279E+03    3.62765E+01    7.89187E-02    -1.06124E+01
651    1.86898E+03    3.31575E+01    8.15826E-02    -1.88802E+01
652    2.01662E+03    3.32177E+01    8.02210E-02    -1.59589E+01
653    1.99636E+03    3.58591E+01    7.64704E-02    -4.43415E+00
654    1.82180E+03    3.21668E+01    7.48915E-02    -2.08155E+01
655    1.84422E+03    3.45032E+01    7.54260E-02    -3.00974E+01
656    1.78902E+03    3.61680E+01    7.67196E-02    -3.68572E+01
657    1.94962E+03    3.57029E+01    7.79504E-02    -3.95362E+01
658    1.77703E+03    3.53729E+01    7.73731E-02    -1.86979E+01
659    1.82830E+03    3.49256E+01    7.57061E-02    -3.38420E+01
660    1.72592E+03    3.65297E+01    7.39737E-02    -4.09809E+01
661    1.69488E+03    3.52785E+01    7.61506E-02    -1.17267E+01
662    1.90726E+03    3.41864E+01    7.59139E-02    -3.37459E+01
663    1.83124E+03    3.48689E+01    7.89854E-02    -3.74175E+01
664    1.86969E+03    3.46646E+01    8.25179E-02    -4.04286E+01
665    1.81618E+03    3.78375E+01    7.80783E-02    -3.96275E+01
666    1.72159E+03    3.79046E+01    7.64824E-02    -4.00209E+01
667    1.77829E+03    3.57234E+01    7.63382E-02    -3.48443E+01
668    1.85962E+03    3.68736E+01    8.09963E-02    -4.25683E+01
669    1.76631E+03    3.83642E+01    8.01189E-02    -4.16785E+01
670    1.71447E+03    3.83678E+01    7.89449E-02    -3.41809E+01
671    1.73874E+03    3.57713E+01    7.62411E-02    -4.23887E+01
672    1.81761E+03    3.54239E+01    7.92111E-02    -4.65862E+01
673    1.72017E+03    3.58844E+01    7.57876E-02    -5.30457E+01
674    1.75512E+03    3.58437E+01    8.05796E-02    -4.81460E+01
675    1.92041E+03    3.75207E+01    7.73725E-02    -6.12919E+01
676    1.82471E+03    3.70987E+01    8.11568E-02    -5.76174E+01
677    1.83914E+03    3.69294E+01    7.82682E-02    -6.19852E+01
678    1.73762E+03    3.80438E+01    7.71425E-02    -6.45230E+01
679    1.87666E+03    3.92904E+01    8.03664E-02    -7.50385E+01
680    1.82209E+03    3.95517E+01    7.54887E-02    -7.68305E+01
681    1.65486E+03    3.64989E+01    8.22690E-02    -5.27890E+01
682    1.76478E+03    3.76842E+01    8.26136E-02    -6.61055E+01
683    1.82750E+03    3.96995E+01    7.95138E-02    -7.48066E+01
684    1.85655E+03    3.77043E+01    7.57966E-02    -6.31762E+01
685    1.83078E+03    3.94135E+01    8.09970E-02    -7.37397E+01
686    1.81727E+03    3.89423E+01    7.67392E-02    -6.77784E+01
687    1.75098E+03    3.77877E+01    7.68757E-02    -7.48771E+01
688    1.75428E+03    4.17836E+01    7.36542E-02    -8.07782E+01
689    1.87806E+03    3.97096E+01    8.10153E-02    -8.82756E+01
690    1.84128E+03    3.65881E+01    7.67139E-02    -7.86476E+01
691    1.84053E+03    3.77371E+01    8.07762E-02    -8.07815E+01
692    1.91442E+03    3.94781E+01    7.94812E-02    -8.69039E+01
693    1.78967E+03    4.15026E+01    7.74377E-02    -7.87256E+01
694    1.79061E+03    3.85997E+01    7.90943E-02    -9.49768E+01
695    1.92573E+03    3.77904E+01    8.09797E-02    -8.69535E+01
696    1.83391E+03    3.93275E+01    7.80176E-02    -9.44913E+01
697    1.82134E+03    3.57213E+01    8.02816E-02    -8.70859E+01
698    1.75341E+03    3.57762E+01    7.99992E-02    -8.49145E+01
699    1.75295E+03    3.69271E+01    7.95608E-02    -8.65369E+01
