#  L    TT    EE     BB    EB
3581    7.17971E+00    2.63449E-01    7.21313E-03    -3.88337E-01
3582    7.13055E+00    2.64323E-01    7.13814E-03    -3.69086E-01
3583    7.12760E+00    2.53786E-01    7.03413E-03    -3.61118E-01
3584    7.28563E+00    2.60840E-01    7.07726E-03    -3.83427E-01
3585    7.10560E+00    2.64674E-01    7.37574E-03    -4.16525E-01
3586    7.09312E+00    2.60726E-01    7.19933E-03    -3.82940E-01
3587    7.05742E+00    2.58996E-01    7.11972E-03    -3.97076E-01
3588    7.06664E+00    2.50202E-01    7.40439E-03    -3.79530E-01
3589    7.07051E+00    2.46147E-01    7.12061E-03    -3.80307E-01
3590    7.03622E+00    2.49870E-01    6.93550E-03    -3.68818E-01
3591    7.00818E+00    2.44817E-01    7.02761E-03    -3.78466E-01
3592    7.00914E+00    2.50094E-01    6.95923E-03    -3.76972E-01
3593    6.74537E+00    2.47336E-01    7.09895E-03    -3.62980E-01
3594    7.10175E+00    2.59520E-01    6.86021E-03    -4.19616E-01
3595    6.97553E+00    2.47884E-01    7.10412E-03    -3.65381E-01
3596    7.18209E+00    2.45614E-01    7.09938E-03    -3.78603E-01
3597    7.07866E+00    2.44575E-01    6.94130E-03    -3.57232E-01
3598    6.91048E+00    2.45727E-01    7.04127E-03    -3.87685E-01
3599    7.04830E+00    2.50388E-01    7.05325E-03    -3.68330E-01
3600    6.85938E+00    2.45393E-01    6.95631E-03    -3.70934E-01
3601    6.99855E+00    2.50010E-01    7.06831E-03    -3.65982E-01
3602    6.92832E+00    2.40784E-01    7.11007E-03    -3.94449E-01
3603    6.68067E+00    2.34121E-01    6.91287E-03    -3.64253E-01
3604    6.67548E+00    2.43089E-01    6.98942E-03    -3.40601E-01
3605    6.76652E+00    2.46078E-01    6.94464E-03    -4.11997E-01
3606    6.98296E+00    2.47990E-01    6.99251E-03    -3.98920E-01
3607    6.82862E+00    2.38254E-01    6.82309E-03    -3.76664E-01
3608    6.81829E+00    2.41947E-01    6.87162E-03    -3.73709E-01
3609    6.75344E+00    2.42968E-01    6.89733E-03    -3.65698E-01
3610    6.83340E+00    2.35134E-01    6.96840E-03    -3.65375E-01
3611    6.80539E+00    2.43436E-01    6.80543E-03    -3.73062E-01
3612    6.69260E+00    2.44835E-01    7.01652E-03    -4.02570E-01
3613    6.77313E+00    2.30712E-01    6.96756E-03    -3.84518E-01
3614    6.72564E+00    2.36535E-01    6.79091E-03    -3.65935E-01
3615    6.84805E+00    2.32941E-01    7.03588E-03    -3.91990E-01
3616    6.63950E+00    2.38381E-01    6.84465E-03    -3.32689E-01
3617    6.61117E+00    2.40576E-01    6.67953E-03    -3.60519E-01
3618    6.70857E+00    2.30556E-01    7.17332E-03    -3.72429E-01
3619    6.82724E+00    2.34765E-01    6.80834E-03    -3.61606E-01
3620    6.70247E+00    2.28851E-01    6.96396E-03    -3.59417E-01
3621    6.49203E+00    2.39890E-01    6.73177E-03    -3.73307E-01
3622    6.78304E+00    2.31820E-01    6.73615E-03    -3.72132E-01
3623    6.54787E+00    2.26052E-01    6.72786E-03    -3.57060E-01
3624    6.53105E+00    2.23585E-01    6.79347E-03    -3.60683E-01
3625    6.51888E+00    2.35452E-01    6.89095E-03    -3.52872E-01
3626    6.50306E+00    2.21271E-01    6.94392E-03    -3.39429E-01
3627    6.44942E+00    2.24988E-01    6.74204E-03    -3.50016E-01
3628    6.47673E+00    2.26276E-01    6.81232E-03    -3.51133E-01
3629    6.59367E+00    2.22217E-01    6.72887E-03    -3.49610E-01
3630    6.55588E+00    2.23895E-01    6.59347E-03    -3.37205E-01
3631    6.47632E+00    2.21709E-01    6.61955E-03    -3.36016E-01
3632    6.37147E+00    2.25798E-01    6.91871E-03    -3.42402E-01
3633    6.35779E+00    2.19471E-01    6.87909E-03    -3.46273E-01
3634    6.48152E+00    2.18561E-01    6.49206E-03    -3.44244E-01
3635    6.45906E+00    2.19110E-01    6.88045E-03    -3.23795E-01
3636    6.40393E+00    2.24856E-01    6.61793E-03    -3.56384E-01
3637    6.50655E+00    2.19704E-01    6.83143E-03    -3.20911E-01
3638    6.37353E+00    2.16546E-01    6.49460E-03    -3.43169E-01
3639    6.28981E+00    2.16503E-01    6.70637E-03    -3.42687E-01
3640    6.33797E+00    2.19053E-01    6.68062E-03    -3.30755E-01
3641    6.32296E+00    2.12741E-01    6.61145E-03    -3.27335E-01
3642    6.58702E+00    2.14787E-01    6.57845E-03    -3.66134E-01
3643    6.19026E+00    2.18030E-01    6.68673E-03    -3.34105E-01
3644    6.31104E+00    2.13916E-01    6.69669E-03    -3.19689E-01
3645    6.35355E+00    2.08466E-01    6.50968E-03    -3.12557E-01
3646    6.34711E+00    2.09905E-01    6.52779E-03    -3.37314E-01
3647    6.43734E+00    2.19426E-01    6.66174E-03    -3.53684E-01
3648    6.37689E+00    2.16013E-01    6.39087E-03    -3.34487E-01
3649    6.36131E+00    2.06867E-01    6.76386E-03    -3.25435E-01
3650    6.16413E+00    2.10248E-01    6.66130E-03    -3.27219E-01
3651    6.15126E+00    2.11439E-01    6.69727E-03    -3.19448E-01
3652    6.16388E+00    2.11347E-01    6.66434E-03    -3.30147E-01
3653    6.07240E+00    2.10064E-01    6.61202E-03    -3.08777E-01
3654    6.14468E+00    2.09581E-01    6.52865E-03    -3.47536E-01
3655    6.17888E+00    2.09436E-01    6.76571E-03    -3.39210E-01
3656    6.17338E+00    2.06743E-01    6.58565E-03    -3.28243E-01
3657    6.07591E+00    2.00111E-01    6.61311E-03    -3.02387E-01
3658    6.28882E+00    2.06319E-01    6.50169E-03    -3.38109E-01
3659    6.07380E+00    2.08117E-01    6.51149E-03    -3.03415E-01
3660    6.02860E+00    2.02504E-01    6.55522E-03    -2.95768E-01
3661    6.23048E+00    2.05067E-01    6.55402E-03    -3.21576E-01
3662    5.99333E+00    1.99701E-01    6.47075E-03    -3.05399E-01
3663    6.05275E+00    2.08657E-01    6.59554E-03    -3.38201E-01
3664    6.04818E+00    1.96191E-01    6.66863E-03    -3.05278E-01
3665    5.92601E+00    2.03122E-01    6.43103E-03    -3.07698E-01
3666    6.00065E+00    2.03767E-01    6.47680E-03    -3.29104E-01
3667    5.99435E+00    1.96489E-01    6.31382E-03    -3.18683E-01
3668    6.00962E+00    1.98321E-01    6.43885E-03    -3.07326E-01
3669    6.08488E+00    1.99191E-01    6.41919E-03    -3.11202E-01
3670    6.00674E+00    1.95227E-01    6.47175E-03    -3.02669E-01
3671    5.91139E+00    1.96032E-01    6.41136E-03    -3.09783E-01
3672    5.87594E+00    2.01281E-01    6.58027E-03    -3.13322E-01
3673    5.85681E+00    1.94864E-01    6.48691E-03    -3.04205E-01
3674    6.05278E+00    2.01141E-01    6.53457E-03    -3.12643E-01
3675    5.91407E+00    1.91568E-01    6.46265E-03    -2.76093E-01
3676    5.98885E+00    1.95766E-01    6.33388E-03    -3.00418E-01
3677    5.92495E+00    1.93562E-01    6.18798E-03    -2.92896E-01
3678    6.07289E+00    1.90456E-01    6.23121E-03    -2.91592E-01
3679    5.88695E+00    1.92372E-01    6.46415E-03    -2.86863E-01
3680    5.81942E+00    1.94314E-01    6.52021E-03    -2.96471E-01
3681    5.82676E+00    1.94480E-01    6.43971E-03    -3.03244E-01
3682    5.84868E+00    1.93507E-01    6.24888E-03    -3.13933E-01
3683    5.87745E+00    1.88386E-01    6.26118E-03    -2.77783E-01
3684    5.92505E+00    1.87497E-01    6.29633E-03    -2.89778E-01
3685    5.79820E+00    1.83764E-01    6.38739E-03    -2.78290E-01
3686    5.87843E+00    1.97664E-01    6.37371E-03    -3.06372E-01
3687    5.80489E+00    1.87496E-01    6.33421E-03    -2.95235E-01
3688    5.67790E+00    1.88364E-01    6.44037E-03    -2.85073E-01
3689    5.75220E+00    1.91957E-01    6.21401E-03    -2.86286E-01
3690    5.81966E+00    1.86409E-01    6.28741E-03    -2.81468E-01
3691    5.74970E+00    1.84198E-01    6.37361E-03    -2.61906E-01
3692    5.79685E+00    1.83336E-01    6.31212E-03    -2.89397E-01
3693    5.52125E+00    1.82232E-01    6.32886E-03    -2.59932E-01
3694    5.64521E+00    1.82384E-01    6.08002E-03    -2.65000E-01
3695    5.74715E+00    1.85614E-01    6.39613E-03    -2.71449E-01
3696    5.71345E+00    1.88275E-01    6.26811E-03    -2.94320E-01
3697    5.74321E+00    1.87723E-01    6.38150E-03    -2.88921E-01
3698    5.62272E+00    1.83062E-01    6.22942E-03    -2.75635E-01
3699    5.70597E+00    1.86700E-01    6.18288E-03    -2.73068E-01
3700    5.58260E+00    1.82483E-01    6.10979E-03    -2.81759E-01
3701    5.65790E+00    1.85114E-01    6.09122E-03    -2.58511E-01
3702    5.66805E+00    1.81817E-01    6.08578E-03    -2.84318E-01
3703    5.78231E+00    1.87730E-01    6.25237E-03    -3.08240E-01
3704    5.59075E+00    1.85023E-01    6.15530E-03    -2.71059E-01
3705    5.42100E+00    1.86666E-01    6.21298E-03    -2.64703E-01
3706    5.55592E+00    1.81978E-01    6.21118E-03    -2.60521E-01
3707    5.46188E+00    1.74737E-01    6.18826E-03    -2.64776E-01
3708    5.57187E+00    1.78836E-01    6.22473E-03    -2.85180E-01
3709    5.50368E+00    1.77546E-01    6.17269E-03    -2.85586E-01
3710    5.38503E+00    1.85009E-01    6.19472E-03    -2.76483E-01
3711    5.51447E+00    1.79157E-01    6.09872E-03    -2.82940E-01
3712    5.55146E+00    1.74554E-01    6.21589E-03    -2.54607E-01
3713    5.50119E+00    1.76541E-01    6.07281E-03    -2.63325E-01
3714    5.48988E+00    1.78094E-01    6.29837E-03    -2.64172E-01
3715    5.39998E+00    1.72428E-01    6.27463E-03    -2.65631E-01
3716    5.39616E+00    1.76164E-01    6.06998E-03    -2.59006E-01
3717    5.49928E+00    1.71552E-01    6.10606E-03    -2.47536E-01
3718    5.56672E+00    1.75147E-01    6.17888E-03    -2.66794E-01
3719    5.38310E+00    1.72521E-01    6.08958E-03    -2.62568E-01
3720    5.48347E+00    1.71363E-01    6.07300E-03    -2.55650E-01
3721    5.36742E+00    1.74932E-01    6.19797E-03    -2.58409E-01
3722    5.38147E+00    1.75035E-01    6.14047E-03    -2.54864E-01
3723    5.46408E+00    1.75169E-01    5.93459E-03    -2.47776E-01
3724    5.38183E+00    1.74223E-01    6.01382E-03    -2.77829E-01
3725    5.36560E+00    1.75024E-01    6.10733E-03    -2.69464E-01
3726    5.33801E+00    1.74931E-01    5.95470E-03    -2.51711E-01
3727    5.19553E+00    1.76790E-01    6.16202E-03    -2.55819E-01
3728    5.36008E+00    1.67308E-01    6.06832E-03    -2.61281E-01
3729    5.21210E+00    1.67479E-01    6.08157E-03    -2.40185E-01
3730    5.25822E+00    1.70682E-01    5.99282E-03    -2.56826E-01
3731    5.25130E+00    1.68477E-01    6.05472E-03    -2.57925E-01
3732    5.22922E+00    1.71867E-01    5.97118E-03    -2.47668E-01
3733    5.33351E+00    1.75307E-01    5.98293E-03    -2.50422E-01
3734    5.19321E+00    1.73110E-01    5.87302E-03    -2.59499E-01
3735    5.21980E+00    1.69955E-01    6.02227E-03    -2.55285E-01
3736    5.02152E+00    1.69268E-01    5.80606E-03    -2.35070E-01
3737    5.25756E+00    1.73295E-01    5.89949E-03    -2.70274E-01
3738    5.31523E+00    1.68217E-01    5.90069E-03    -2.38539E-01
3739    5.22794E+00    1.68982E-01    6.00603E-03    -2.52802E-01
3740    5.15883E+00    1.69462E-01    5.93990E-03    -2.23731E-01
3741    5.09355E+00    1.72581E-01    5.72098E-03    -2.56353E-01
3742    5.11481E+00    1.70349E-01    6.00933E-03    -2.22305E-01
3743    5.06186E+00    1.65295E-01    6.19922E-03    -2.38176E-01
3744    5.21675E+00    1.70938E-01    6.04778E-03    -2.42224E-01
3745    4.99725E+00    1.66502E-01    6.01183E-03    -2.33282E-01
3746    5.06542E+00    1.61822E-01    5.72311E-03    -2.35010E-01
3747    5.01096E+00    1.70111E-01    5.83739E-03    -2.57415E-01
3748    5.11976E+00    1.65644E-01    5.84957E-03    -2.28102E-01
3749    4.97849E+00    1.68951E-01    5.83636E-03    -2.40102E-01
3750    5.01770E+00    1.66478E-01    5.94305E-03    -2.47865E-01
3751    4.98781E+00    1.59474E-01    5.86953E-03    -2.45263E-01
3752    5.03419E+00    1.63058E-01    5.82857E-03    -2.29534E-01
3753    5.06101E+00    1.61233E-01    5.80446E-03    -2.36365E-01
3754    4.99905E+00    1.64923E-01    5.74349E-03    -2.23585E-01
3755    5.00522E+00    1.59741E-01    5.90046E-03    -2.29102E-01
3756    5.01816E+00    1.67093E-01    5.80109E-03    -2.35818E-01
3757    4.99123E+00    1.59083E-01    5.97895E-03    -2.34851E-01
3758    4.92769E+00    1.58434E-01    5.91795E-03    -2.36778E-01
3759    4.96374E+00    1.61829E-01    5.83257E-03    -2.45472E-01
3760    4.88275E+00    1.63232E-01    5.70923E-03    -2.38669E-01
3761    5.03035E+00    1.58034E-01    5.86221E-03    -2.34955E-01
3762    5.07971E+00    1.63762E-01    5.86099E-03    -2.53379E-01
3763    4.92833E+00    1.58848E-01    5.69523E-03    -2.17930E-01
3764    4.94659E+00    1.65457E-01    5.75421E-03    -2.33008E-01
3765    4.90234E+00    1.59530E-01    5.72802E-03    -2.27737E-01
3766    4.99036E+00    1.56275E-01    5.66843E-03    -2.38214E-01
3767    4.85388E+00    1.59572E-01    5.83138E-03    -2.32075E-01
3768    4.84050E+00    1.59846E-01    5.91993E-03    -2.33151E-01
3769    4.93736E+00    1.59146E-01    5.76261E-03    -2.32239E-01
3770    4.74682E+00    1.62035E-01    5.69613E-03    -2.30421E-01
3771    4.81858E+00    1.58857E-01    5.74692E-03    -2.15852E-01
3772    5.03517E+00    1.59252E-01    5.79819E-03    -2.36196E-01
3773    4.79918E+00    1.58933E-01    5.70302E-03    -2.07015E-01
3774    4.75878E+00    1.57966E-01    5.63401E-03    -2.28131E-01
3775    4.74423E+00    1.57735E-01    5.72042E-03    -2.17846E-01
3776    4.90587E+00    1.57118E-01    5.77721E-03    -2.22176E-01
3777    4.67689E+00    1.58736E-01    5.58810E-03    -2.25225E-01
3778    4.62784E+00    1.55269E-01    5.83374E-03    -2.11147E-01
3779    4.72699E+00    1.58057E-01    5.76275E-03    -2.14591E-01
3780    4.76104E+00    1.56774E-01    5.63389E-03    -2.15847E-01
3781    4.82037E+00    1.55685E-01    5.66321E-03    -2.28335E-01
3782    4.75380E+00    1.56219E-01    5.90647E-03    -2.33416E-01
3783    4.71378E+00    1.52780E-01    5.67817E-03    -2.13282E-01
3784    4.49832E+00    1.53310E-01    5.68657E-03    -2.27039E-01
3785    4.62625E+00    1.54205E-01    5.77141E-03    -2.25507E-01
3786    4.73894E+00    1.55426E-01    5.48366E-03    -2.23613E-01
3787    4.63365E+00    1.56032E-01    5.56173E-03    -2.21307E-01
3788    4.55342E+00    1.55215E-01    5.61824E-03    -2.05103E-01
3789    4.76062E+00    1.58447E-01    5.52071E-03    -2.28515E-01
3790    4.49316E+00    1.56202E-01    5.59526E-03    -2.14503E-01
3791    4.59377E+00    1.51703E-01    5.57415E-03    -2.11011E-01
3792    4.60861E+00    1.55876E-01    5.67763E-03    -2.22951E-01
3793    4.51698E+00    1.57401E-01    5.62701E-03    -2.10875E-01
3794    4.59842E+00    1.55321E-01    5.71288E-03    -2.20317E-01
3795    4.60978E+00    1.51179E-01    5.58741E-03    -2.11954E-01
3796    4.48427E+00    1.49518E-01    5.60384E-03    -2.03559E-01
3797    4.43542E+00    1.56339E-01    5.59885E-03    -2.28342E-01
3798    4.42871E+00    1.47474E-01    5.65345E-03    -1.94771E-01
3799    4.62778E+00    1.49465E-01    5.69370E-03    -2.18913E-01
3800    4.42259E+00    1.48074E-01    5.43830E-03    -2.07700E-01
3801    4.63171E+00    1.50963E-01    5.43407E-03    -2.16809E-01
3802    4.55025E+00    1.49446E-01    5.56314E-03    -2.10402E-01
3803    4.56540E+00    1.49131E-01    5.63056E-03    -2.11089E-01
3804    4.40096E+00    1.48320E-01    5.61117E-03    -2.10528E-01
3805    4.44677E+00    1.47287E-01    5.48336E-03    -2.09619E-01
3806    4.55703E+00    1.43941E-01    5.43282E-03    -2.13007E-01
3807    4.63677E+00    1.45037E-01    5.41838E-03    -2.31532E-01
3808    4.33715E+00    1.50966E-01    5.56844E-03    -1.96464E-01
3809    4.43878E+00    1.53381E-01    5.54543E-03    -2.38899E-01
3810    4.34410E+00    1.45224E-01    5.33464E-03    -2.25924E-01
3811    4.41014E+00    1.46612E-01    5.51357E-03    -2.19866E-01
3812    4.41467E+00    1.43641E-01    5.63219E-03    -1.97256E-01
3813    4.32441E+00    1.48238E-01    5.47514E-03    -2.05374E-01
3814    4.42297E+00    1.44339E-01    5.48082E-03    -2.09264E-01
3815    4.23528E+00    1.42636E-01    5.46874E-03    -1.99765E-01
3816    4.30186E+00    1.48060E-01    5.43511E-03    -2.20044E-01
3817    4.45591E+00    1.43605E-01    5.41706E-03    -2.12748E-01
3818    4.26004E+00    1.42111E-01    5.58401E-03    -1.90837E-01
3819    4.36514E+00    1.44166E-01    5.41086E-03    -2.06429E-01
3820    4.33914E+00    1.45571E-01    5.44709E-03    -2.04116E-01
3821    4.24084E+00    1.48412E-01    5.24937E-03    -2.11626E-01
3822    4.35658E+00    1.44165E-01    5.42597E-03    -2.09303E-01
3823    4.13465E+00    1.43823E-01    5.40275E-03    -1.91648E-01
3824    4.24308E+00    1.40384E-01    5.36128E-03    -2.05453E-01
3825    4.20395E+00    1.46429E-01    5.51984E-03    -2.12848E-01
3826    4.20341E+00    1.40090E-01    5.18533E-03    -2.05580E-01
3827    4.25865E+00    1.40957E-01    5.40441E-03    -2.01891E-01
3828    4.30125E+00    1.48245E-01    5.23898E-03    -2.29560E-01
3829    4.21491E+00    1.41875E-01    5.29743E-03    -2.06420E-01
3830    4.30508E+00    1.42067E-01    5.44558E-03    -2.22095E-01
3831    4.16373E+00    1.41131E-01    5.38902E-03    -1.95805E-01
3832    4.19941E+00    1.41956E-01    5.15205E-03    -1.96422E-01
3833    4.23504E+00    1.40034E-01    5.28262E-03    -2.03213E-01
3834    4.27787E+00    1.44556E-01    5.24744E-03    -2.09943E-01
3835    4.16094E+00    1.41535E-01    5.27948E-03    -1.94028E-01
3836    4.22706E+00    1.39427E-01    5.27381E-03    -2.17026E-01
3837    4.32837E+00    1.41342E-01    5.35524E-03    -2.18549E-01
3838    4.19467E+00    1.41925E-01    5.49500E-03    -2.09172E-01
3839    4.05126E+00    1.40246E-01    5.28662E-03    -1.92785E-01
3840    4.10927E+00    1.41985E-01    5.40588E-03    -2.10235E-01
3841    4.21235E+00    1.38087E-01    5.41832E-03    -1.99145E-01
3842    4.14683E+00    1.36144E-01    5.47659E-03    -2.06881E-01
3843    4.05090E+00    1.34705E-01    5.40164E-03    -1.90422E-01
3844    4.17865E+00    1.38034E-01    5.40871E-03    -2.10626E-01
3845    3.99860E+00    1.39719E-01    5.43457E-03    -1.93363E-01
3846    3.98919E+00    1.39139E-01    5.40226E-03    -2.05903E-01
3847    4.16138E+00    1.39123E-01    5.28130E-03    -1.95138E-01
3848    4.18461E+00    1.33201E-01    5.38975E-03    -2.12107E-01
3849    4.07696E+00    1.37897E-01    5.28230E-03    -1.90872E-01
3850    3.99535E+00    1.41321E-01    5.35201E-03    -1.99790E-01
3851    4.16654E+00    1.39646E-01    5.30626E-03    -2.07472E-01
3852    3.93748E+00    1.35948E-01    5.30675E-03    -1.87583E-01
3853    3.97303E+00    1.33719E-01    5.30824E-03    -1.85734E-01
3854    3.98286E+00    1.33988E-01    5.23811E-03    -1.90947E-01
3855    4.10509E+00    1.36789E-01    5.18568E-03    -2.07778E-01
3856    3.98730E+00    1.35293E-01    5.16223E-03    -2.09273E-01
3857    4.08014E+00    1.33071E-01    5.22633E-03    -2.02591E-01
3858    3.96545E+00    1.29267E-01    5.39863E-03    -1.86026E-01
3859    4.04442E+00    1.34493E-01    5.20562E-03    -2.06931E-01
3860    4.11387E+00    1.33736E-01    5.04306E-03    -2.07225E-01
3861    4.05844E+00    1.32589E-01    5.22107E-03    -2.00743E-01
3862    3.97394E+00    1.30042E-01    5.13578E-03    -1.93865E-01
3863    3.96022E+00    1.34256E-01    5.27303E-03    -1.94825E-01
3864    3.89253E+00    1.26822E-01    5.13924E-03    -1.76629E-01
3865    3.86387E+00    1.31138E-01    5.07928E-03    -1.83417E-01
3866    3.89175E+00    1.30414E-01    5.12066E-03    -1.90612E-01
3867    3.87971E+00    1.29605E-01    5.07531E-03    -1.92635E-01
3868    3.91088E+00    1.32236E-01    5.14663E-03    -1.92859E-01
3869    3.87466E+00    1.30514E-01    5.15891E-03    -1.96023E-01
3870    3.92832E+00    1.29508E-01    5.17129E-03    -1.87360E-01
3871    3.85419E+00    1.30729E-01    5.12982E-03    -2.05157E-01
3872    3.98949E+00    1.25998E-01    5.16214E-03    -1.83967E-01
3873    3.93420E+00    1.27577E-01    5.20508E-03    -1.88373E-01
3874    3.81944E+00    1.28254E-01    5.18176E-03    -1.97731E-01
3875    3.91275E+00    1.32390E-01    5.04173E-03    -2.00203E-01
3876    3.89180E+00    1.24816E-01    5.01125E-03    -1.93307E-01
3877    3.76898E+00    1.29382E-01    4.93502E-03    -1.98843E-01
3878    3.80328E+00    1.27123E-01    5.05745E-03    -1.86225E-01
3879    3.80192E+00    1.29195E-01    5.13171E-03    -1.94839E-01
3880    3.82209E+00    1.24952E-01    5.09624E-03    -1.95975E-01
3881    3.82976E+00    1.25993E-01    5.02382E-03    -1.92082E-01
3882    3.88291E+00    1.25229E-01    5.13628E-03    -1.94648E-01
3883    3.65744E+00    1.25524E-01    5.20927E-03    -1.88895E-01
3884    3.75873E+00    1.25488E-01    5.06891E-03    -1.92154E-01
3885    3.86852E+00    1.30269E-01    5.16858E-03    -1.97744E-01
3886    3.87447E+00    1.24736E-01    5.10938E-03    -1.94562E-01
3887    3.75126E+00    1.25543E-01    5.02171E-03    -1.73399E-01
3888    3.73762E+00    1.24026E-01    5.16722E-03    -1.81171E-01
3889    3.78284E+00    1.23870E-01    4.99750E-03    -1.80057E-01
3890    3.79332E+00    1.23043E-01    4.95640E-03    -1.92369E-01
3891    3.73084E+00    1.21418E-01    5.01924E-03    -1.92782E-01
3892    3.74134E+00    1.24801E-01    4.87314E-03    -1.89980E-01
3893    3.72362E+00    1.22799E-01    4.98154E-03    -1.74413E-01
3894    3.67542E+00    1.21651E-01    5.02078E-03    -1.83941E-01
3895    3.78088E+00    1.25183E-01    4.98044E-03    -2.01091E-01
3896    3.66483E+00    1.23697E-01    5.04392E-03    -1.89448E-01
3897    3.65584E+00    1.19225E-01    5.08748E-03    -1.82053E-01
3898    3.73084E+00    1.17770E-01    5.09474E-03    -1.78851E-01
3899    3.71605E+00    1.20129E-01    4.95743E-03    -1.73790E-01
3900    3.63846E+00    1.19550E-01    4.84274E-03    -1.73870E-01
3901    3.60929E+00    1.21932E-01    4.91682E-03    -1.89813E-01
3902    3.59709E+00    1.18706E-01    4.84821E-03    -1.81907E-01
3903    3.70198E+00    1.22457E-01    4.97988E-03    -1.85418E-01
3904    3.67008E+00    1.21689E-01    5.06299E-03    -1.69022E-01
3905    3.69446E+00    1.17556E-01    5.13799E-03    -1.84651E-01
3906    3.59263E+00    1.19379E-01    4.95324E-03    -1.77311E-01
3907    3.72929E+00    1.16851E-01    5.06812E-03    -1.70212E-01
3908    3.70000E+00    1.19414E-01    4.95279E-03    -1.79925E-01
3909    3.60481E+00    1.16761E-01    4.88369E-03    -1.80902E-01
3910    3.62580E+00    1.18213E-01    5.03329E-03    -1.85815E-01
3911    3.61721E+00    1.18611E-01    4.72875E-03    -1.73925E-01
3912    3.52522E+00    1.19210E-01    4.96383E-03    -1.84937E-01
3913    3.55972E+00    1.17610E-01    4.86789E-03    -1.71968E-01
3914    3.53526E+00    1.17372E-01    5.00381E-03    -1.74434E-01
3915    3.54152E+00    1.15860E-01    4.92380E-03    -1.65093E-01
3916    3.58426E+00    1.18493E-01    4.90072E-03    -1.90183E-01
3917    3.64353E+00    1.13925E-01    5.01537E-03    -1.68169E-01
3918    3.56532E+00    1.15814E-01    4.84728E-03    -1.76701E-01
3919    3.43096E+00    1.14830E-01    4.65444E-03    -1.66635E-01
3920    3.54304E+00    1.19656E-01    4.97584E-03    -1.81023E-01
3921    3.49599E+00    1.10255E-01    4.82745E-03    -1.65554E-01
3922    3.47540E+00    1.14319E-01    4.93575E-03    -1.79170E-01
3923    3.60896E+00    1.11313E-01    4.84979E-03    -1.79002E-01
3924    3.57120E+00    1.13797E-01    4.90123E-03    -1.81181E-01
3925    3.44996E+00    1.12394E-01    4.80166E-03    -1.68859E-01
3926    3.49041E+00    1.15163E-01    4.78595E-03    -1.77638E-01
3927    3.41015E+00    1.14220E-01    4.84454E-03    -1.68470E-01
3928    3.49263E+00    1.12077E-01    4.86625E-03    -1.78548E-01
3929    3.60191E+00    1.13155E-01    4.83654E-03    -1.86243E-01
3930    3.41626E+00    1.10244E-01    4.73768E-03    -1.59832E-01
3931    3.40079E+00    1.13085E-01    4.82686E-03    -1.66249E-01
3932    3.38636E+00    1.11712E-01    4.74168E-03    -1.73522E-01
3933    3.54591E+00    1.09025E-01    4.87383E-03    -1.68126E-01
3934    3.40994E+00    1.10115E-01    4.77546E-03    -1.70946E-01
3935    3.45407E+00    1.11105E-01    4.80342E-03    -1.69149E-01
3936    3.48167E+00    1.09292E-01    4.64347E-03    -1.79516E-01
3937    3.51335E+00    1.10414E-01    4.83529E-03    -1.68198E-01
3938    3.38191E+00    1.10192E-01    4.74272E-03    -1.68837E-01
3939    3.40112E+00    1.11206E-01    4.85746E-03    -1.79094E-01
3940    3.38117E+00    1.10225E-01    4.83828E-03    -1.67176E-01
3941    3.47714E+00    1.09473E-01    4.71414E-03    -1.64051E-01
3942    3.29740E+00    1.09452E-01    4.70767E-03    -1.44663E-01
3943    3.49035E+00    1.08885E-01    4.81280E-03    -1.69214E-01
3944    3.27684E+00    1.07576E-01    4.69487E-03    -1.65604E-01
3945    3.35602E+00    1.08967E-01    4.71001E-03    -1.64075E-01
3946    3.39316E+00    1.06349E-01    4.65796E-03    -1.70074E-01
3947    3.40793E+00    1.07958E-01    4.68786E-03    -1.58841E-01
3948    3.32008E+00    1.06223E-01    4.60389E-03    -1.57804E-01
3949    3.34754E+00    1.06493E-01    4.58789E-03    -1.58937E-01
3950    3.25885E+00    1.04458E-01    4.65744E-03    -1.48408E-01
3951    3.33236E+00    1.05191E-01    4.69549E-03    -1.75008E-01
3952    3.32763E+00    1.05227E-01    4.73583E-03    -1.57723E-01
3953    3.22012E+00    1.07055E-01    4.66740E-03    -1.52713E-01
3954    3.21776E+00    1.05552E-01    4.80295E-03    -1.61364E-01
3955    3.40349E+00    1.03044E-01    4.62737E-03    -1.70152E-01
3956    3.23759E+00    1.05662E-01    4.64244E-03    -1.61874E-01
3957    3.26070E+00    1.01058E-01    4.56812E-03    -1.55589E-01
3958    3.24051E+00    9.86886E-02    4.59781E-03    -1.54593E-01
3959    3.26502E+00    1.02601E-01    4.69944E-03    -1.67257E-01
3960    3.37231E+00    1.03320E-01    4.57805E-03    -1.55974E-01
3961    3.28794E+00    1.01489E-01    4.65736E-03    -1.53205E-01
3962    3.22703E+00    1.04842E-01    4.79382E-03    -1.55337E-01
3963    3.27424E+00    1.02470E-01    4.58991E-03    -1.53953E-01
3964    3.29911E+00    1.00769E-01    4.70525E-03    -1.62174E-01
3965    3.24907E+00    1.01926E-01    4.62196E-03    -1.50183E-01
3966    3.14346E+00    1.00813E-01    4.55900E-03    -1.47832E-01
3967    3.25966E+00    1.00957E-01    4.62561E-03    -1.54666E-01
3968    3.24486E+00    9.90094E-02    4.64451E-03    -1.59293E-01
