# L    TT    EE    BB    TE    PP    TP    EP
3179    1.46593E+01    6.67133E-01    -1.90997E-32    -7.92130E-01    3.71356E-10    1.15380E-07    -4.15398E-09
3180    1.46282E+01    6.67116E-01    -1.83386E-32    -7.98329E-01    3.70971E-10    1.15377E-07    -4.13961E-09
3181    1.45976E+01    6.67054E-01    -1.75324E-32    -8.04539E-01    3.70586E-10    1.15371E-07    -4.12481E-09
3182    1.45676E+01    6.66948E-01    -1.66858E-32    -8.10746E-01    3.70202E-10    1.15363E-07    -4.10958E-09
3183    1.45380E+01    6.66797E-01    -1.58036E-32    -8.16965E-01    3.69818E-10    1.15352E-07    -4.09392E-09
3184    1.45091E+01    6.66602E-01    -1.48906E-32    -8.23174E-01    3.69435E-10    1.15340E-07    -4.07783E-09
3185    1.44807E+01    6.66361E-01    -1.39515E-32    -8.29372E-01    3.69052E-10    1.15326E-07    -4.06132E-09
3186    1.44528E+01    6.66075E-01    -1.29913E-32    -8.35568E-01    3.68669E-10    1.15309E-07    -4.04440E-09
3187    1.44255E+01    6.65743E-01    -1.20146E-32    -8.41746E-01    3.68286E-10    1.15290E-07    -4.02706E-09
3188    1.43987E+01    6.65366E-01    -1.10262E-32    -8.47907E-01    3.67905E-10    1.15269E-07    -4.00931E-09
3189    1.43724E+01    6.64943E-01    -1.00310E-32    -8.54052E-01    3.67523E-10    1.15246E-07    -3.99115E-09
3190    1.43466E+01    6.64473E-01    -9.03375E-33    -8.60172E-01    3.67142E-10    1.15221E-07    -3.97259E-09
3191    1.43214E+01    6.63958E-01    -8.03917E-33    -8.66267E-01    3.66761E-10    1.15193E-07    -3.95363E-09
3192    1.42966E+01    6.63398E-01    -7.05209E-33    -8.72332E-01    3.66381E-10    1.15164E-07    -3.93428E-09
3193    1.42722E+01    6.62791E-01    -6.07730E-33    -8.78365E-01    3.66001E-10    1.15132E-07    -3.91453E-09
3194    1.42484E+01    6.62138E-01    -5.11959E-33    -8.84360E-01    3.65621E-10    1.15098E-07    -3.89440E-09
3195    1.42251E+01    6.61440E-01    -4.18374E-33    -8.90316E-01    3.65242E-10    1.15062E-07    -3.87389E-09
3196    1.42022E+01    6.60696E-01    -3.27453E-33    -8.96227E-01    3.64863E-10    1.15024E-07    -3.85299E-09
3197    1.41798E+01    6.59907E-01    -2.39677E-33    -9.02100E-01    3.64485E-10    1.14984E-07    -3.83172E-09
3198    1.41579E+01    6.59071E-01    -1.55524E-33    -9.07920E-01    3.64106E-10    1.14942E-07    -3.81007E-09
3199    1.41364E+01    6.58191E-01    -7.54717E-34    -9.13687E-01    3.63729E-10    1.14898E-07    -3.78805E-09
3200    1.41153E+01    6.57265E-01    0.00000E+00    -9.19402E-01    3.63351E-10    1.14851E-07    -3.76567E-09
3201    1.40947E+01    6.56294E-01    7.05138E-34    -9.25057E-01    3.62975E-10    1.14803E-07    -3.74293E-09
3202    1.40745E+01    6.55277E-01    1.36097E-33    -9.30653E-01    3.62598E-10    1.14752E-07    -3.71983E-09
3203    1.40547E+01    6.54214E-01    1.96877E-33    -9.36182E-01    3.62222E-10    1.14700E-07    -3.69638E-09
3204    1.40353E+01    6.53108E-01    2.52983E-33    -9.41646E-01    3.61846E-10    1.14645E-07    -3.67258E-09
3205    1.40163E+01    6.51955E-01    3.04544E-33    -9.47043E-01    3.61471E-10    1.14588E-07    -3.64844E-09
3206    1.39977E+01    6.50759E-01    3.51686E-33    -9.52368E-01    3.61096E-10    1.14529E-07    -3.62396E-09
3207    1.39795E+01    6.49518E-01    3.94540E-33    -9.57613E-01    3.60721E-10    1.14468E-07    -3.59914E-09
3208    1.39618E+01    6.48233E-01    4.33232E-33    -9.62787E-01    3.60347E-10    1.14405E-07    -3.57400E-09
3209    1.39443E+01    6.46905E-01    4.67891E-33    -9.67888E-01    3.59973E-10    1.14340E-07    -3.54853E-09
3210    1.39272E+01    6.45534E-01    4.98646E-33    -9.72896E-01    3.59599E-10    1.14273E-07    -3.52275E-09
3211    1.39105E+01    6.44120E-01    5.25625E-33    -9.77826E-01    3.59226E-10    1.14204E-07    -3.49664E-09
3212    1.38942E+01    6.42663E-01    5.48956E-33    -9.82670E-01    3.58854E-10    1.14133E-07    -3.47023E-09
3213    1.38781E+01    6.41163E-01    5.68767E-33    -9.87429E-01    3.58481E-10    1.14059E-07    -3.44352E-09
3214    1.38625E+01    6.39622E-01    5.85188E-33    -9.92097E-01    3.58109E-10    1.13984E-07    -3.41650E-09
3215    1.38471E+01    6.38038E-01    5.98345E-33    -9.96665E-01    3.57738E-10    1.13906E-07    -3.38918E-09
3216    1.38321E+01    6.36412E-01    6.08367E-33    -1.00115E+00    3.57366E-10    1.13826E-07    -3.36158E-09
3217    1.38174E+01    6.34746E-01    6.15383E-33    -1.00553E+00    3.56996E-10    1.13745E-07    -3.33368E-09
3218    1.38029E+01    6.33037E-01    6.19521E-33    -1.00981E+00    3.56625E-10    1.13661E-07    -3.30551E-09
3219    1.37888E+01    6.31288E-01    6.20909E-33    -1.01398E+00    3.56255E-10    1.13575E-07    -3.27706E-09
3220    1.37749E+01    6.29499E-01    6.19676E-33    -1.01806E+00    3.55885E-10    1.13487E-07    -3.24833E-09
3221    1.37613E+01    6.27671E-01    6.15949E-33    -1.02204E+00    3.55516E-10    1.13397E-07    -3.21934E-09
3222    1.37480E+01    6.25803E-01    6.09857E-33    -1.02590E+00    3.55147E-10    1.13305E-07    -3.19008E-09
3223    1.37350E+01    6.23897E-01    6.01529E-33    -1.02965E+00    3.54778E-10    1.13211E-07    -3.16057E-09
3224    1.37222E+01    6.21952E-01    5.91092E-33    -1.03330E+00    3.54410E-10    1.13114E-07    -3.13080E-09
3225    1.37095E+01    6.19970E-01    5.78676E-33    -1.03684E+00    3.54042E-10    1.13016E-07    -3.10078E-09
3226    1.36972E+01    6.17950E-01    5.64407E-33    -1.04026E+00    3.53675E-10    1.12916E-07    -3.07051E-09
3227    1.36851E+01    6.15894E-01    5.48415E-33    -1.04356E+00    3.53308E-10    1.12813E-07    -3.04001E-09
3228    1.36732E+01    6.13802E-01    5.30828E-33    -1.04675E+00    3.52941E-10    1.12709E-07    -3.00927E-09
3229    1.36615E+01    6.11674E-01    5.11774E-33    -1.04982E+00    3.52575E-10    1.12602E-07    -2.97830E-09
3230    1.36500E+01    6.09511E-01    4.91382E-33    -1.05277E+00    3.52209E-10    1.12493E-07    -2.94711E-09
3231    1.36386E+01    6.07313E-01    4.69779E-33    -1.05560E+00    3.51843E-10    1.12383E-07    -2.91569E-09
3232    1.36275E+01    6.05082E-01    4.47094E-33    -1.05831E+00    3.51478E-10    1.12270E-07    -2.88406E-09
3233    1.36165E+01    6.02818E-01    4.23455E-33    -1.06089E+00    3.51113E-10    1.12155E-07    -2.85221E-09
3234    1.36056E+01    6.00522E-01    3.98991E-33    -1.06335E+00    3.50748E-10    1.12038E-07    -2.82016E-09
3235    1.35949E+01    5.98193E-01    3.73830E-33    -1.06569E+00    3.50384E-10    1.11919E-07    -2.78790E-09
3236    1.35843E+01    5.95835E-01    3.48101E-33    -1.06790E+00    3.50020E-10    1.11798E-07    -2.75545E-09
3237    1.35739E+01    5.93446E-01    3.21930E-33    -1.06998E+00    3.49657E-10    1.11675E-07    -2.72280E-09
3238    1.35636E+01    5.91028E-01    2.95447E-33    -1.07193E+00    3.49294E-10    1.11550E-07    -2.68997E-09
3239    1.35534E+01    5.88582E-01    2.68781E-33    -1.07376E+00    3.48931E-10    1.11422E-07    -2.65695E-09
3240    1.35433E+01    5.86108E-01    2.42059E-33    -1.07545E+00    3.48569E-10    1.11293E-07    -2.62375E-09
3241    1.35333E+01    5.83607E-01    2.15409E-33    -1.07703E+00    3.48207E-10    1.11161E-07    -2.59038E-09
3242    1.35234E+01    5.81080E-01    1.88960E-33    -1.07846E+00    3.47845E-10    1.11028E-07    -2.55684E-09
3243    1.35135E+01    5.78527E-01    1.62841E-33    -1.07977E+00    3.47484E-10    1.10892E-07    -2.52313E-09
3244    1.35038E+01    5.75949E-01    1.37179E-33    -1.08094E+00    3.47123E-10    1.10755E-07    -2.48926E-09
3245    1.34940E+01    5.73347E-01    1.12103E-33    -1.08198E+00    3.46763E-10    1.10615E-07    -2.45524E-09
3246    1.34843E+01    5.70721E-01    8.77409E-34    -1.08288E+00    3.46403E-10    1.10473E-07    -2.42106E-09
3247    1.34747E+01    5.68072E-01    6.42213E-34    -1.08365E+00    3.46043E-10    1.10330E-07    -2.38674E-09
3248    1.34651E+01    5.65402E-01    4.16724E-34    -1.08429E+00    3.45684E-10    1.10184E-07    -2.35228E-09
3249    1.34554E+01    5.62711E-01    2.02226E-34    -1.08479E+00    3.45325E-10    1.10036E-07    -2.31768E-09
3250    1.34459E+01    5.59999E-01    0.00000E+00    -1.08516E+00    3.44966E-10    1.09886E-07    -2.28295E-09
3251    1.34362E+01    5.57268E-01    -1.88941E-34    -1.08540E+00    3.44608E-10    1.09734E-07    -2.24808E-09
3252    1.34266E+01    5.54518E-01    -3.64670E-34    -1.08549E+00    3.44250E-10    1.09580E-07    -2.21310E-09
3253    1.34169E+01    5.51750E-01    -5.27531E-34    -1.08545E+00    3.43892E-10    1.09424E-07    -2.17800E-09
3254    1.34073E+01    5.48964E-01    -6.77867E-34    -1.08528E+00    3.43535E-10    1.09265E-07    -2.14278E-09
3255    1.33975E+01    5.46163E-01    -8.16022E-34    -1.08497E+00    3.43178E-10    1.09105E-07    -2.10746E-09
3256    1.33878E+01    5.43345E-01    -9.42340E-34    -1.08453E+00    3.42821E-10    1.08943E-07    -2.07202E-09
3257    1.33779E+01    5.40513E-01    -1.05717E-33    -1.08395E+00    3.42465E-10    1.08780E-07    -2.03649E-09
3258    1.33681E+01    5.37666E-01    -1.16084E-33    -1.08323E+00    3.42109E-10    1.08614E-07    -2.00086E-09
3259    1.33582E+01    5.34806E-01    -1.25371E-33    -1.08238E+00    3.41754E-10    1.08446E-07    -1.96514E-09
3260    1.33481E+01    5.31933E-01    -1.33612E-33    -1.08139E+00    3.41399E-10    1.08276E-07    -1.92933E-09
3261    1.33380E+01    5.29048E-01    -1.40841E-33    -1.08027E+00    3.41044E-10    1.08105E-07    -1.89344E-09
3262    1.33278E+01    5.26151E-01    -1.47092E-33    -1.07902E+00    3.40690E-10    1.07932E-07    -1.85747E-09
3263    1.33175E+01    5.23244E-01    -1.52401E-33    -1.07763E+00    3.40336E-10    1.07757E-07    -1.82142E-09
3264    1.33071E+01    5.20326E-01    -1.56801E-33    -1.07609E+00    3.39982E-10    1.07580E-07    -1.78531E-09
3265    1.32965E+01    5.17399E-01    -1.60326E-33    -1.07443E+00    3.39629E-10    1.07402E-07    -1.74913E-09
3266    1.32858E+01    5.14464E-01    -1.63011E-33    -1.07264E+00    3.39276E-10    1.07222E-07    -1.71289E-09
3267    1.32750E+01    5.11520E-01    -1.64891E-33    -1.07070E+00    3.38923E-10    1.07040E-07    -1.67659E-09
3268    1.32640E+01    5.08569E-01    -1.66000E-33    -1.06864E+00    3.38571E-10    1.06857E-07    -1.64024E-09
3269    1.32529E+01    5.05612E-01    -1.66372E-33    -1.06645E+00    3.38219E-10    1.06672E-07    -1.60384E-09
3270    1.32416E+01    5.02649E-01    -1.66042E-33    -1.06412E+00    3.37868E-10    1.06485E-07    -1.56740E-09
3271    1.32302E+01    4.99683E-01    -1.65043E-33    -1.06166E+00    3.37517E-10    1.06297E-07    -1.53092E-09
3272    1.32187E+01    4.96712E-01    -1.63411E-33    -1.05908E+00    3.37166E-10    1.06107E-07    -1.49441E-09
3273    1.32069E+01    4.93739E-01    -1.61179E-33    -1.05637E+00    3.36815E-10    1.05915E-07    -1.45787E-09
3274    1.31950E+01    4.90764E-01    -1.58383E-33    -1.05353E+00    3.36465E-10    1.05722E-07    -1.42130E-09
3275    1.31829E+01    4.87788E-01    -1.55056E-33    -1.05056E+00    3.36115E-10    1.05528E-07    -1.38471E-09
3276    1.31706E+01    4.84811E-01    -1.51232E-33    -1.04747E+00    3.35766E-10    1.05332E-07    -1.34811E-09
3277    1.31581E+01    4.81834E-01    -1.46947E-33    -1.04426E+00    3.35417E-10    1.05135E-07    -1.31149E-09
3278    1.31454E+01    4.78858E-01    -1.42235E-33    -1.04092E+00    3.35068E-10    1.04936E-07    -1.27487E-09
3279    1.31325E+01    4.75884E-01    -1.37129E-33    -1.03747E+00    3.34720E-10    1.04736E-07    -1.23824E-09
3280    1.31194E+01    4.72911E-01    -1.31665E-33    -1.03388E+00    3.34372E-10    1.04535E-07    -1.20162E-09
3281    1.31060E+01    4.69942E-01    -1.25877E-33    -1.03019E+00    3.34024E-10    1.04332E-07    -1.16500E-09
3282    1.30924E+01    4.66976E-01    -1.19798E-33    -1.02637E+00    3.33677E-10    1.04128E-07    -1.12839E-09
3283    1.30787E+01    4.64015E-01    -1.13465E-33    -1.02244E+00    3.33330E-10    1.03922E-07    -1.09180E-09
3284    1.30646E+01    4.61059E-01    -1.06909E-33    -1.01839E+00    3.32983E-10    1.03716E-07    -1.05522E-09
3285    1.30504E+01    4.58110E-01    -1.00168E-33    -1.01423E+00    3.32637E-10    1.03508E-07    -1.01867E-09
3286    1.30359E+01    4.55168E-01    -9.32733E-34    -1.00996E+00    3.32291E-10    1.03298E-07    -9.82150E-10
3287    1.30211E+01    4.52233E-01    -8.62609E-34    -1.00558E+00    3.31946E-10    1.03088E-07    -9.45660E-10
3288    1.30061E+01    4.49307E-01    -7.91649E-34    -1.00110E+00    3.31601E-10    1.02876E-07    -9.09209E-10
3289    1.29908E+01    4.46389E-01    -7.20196E-34    -9.96503E-01    3.31256E-10    1.02664E-07    -8.72798E-10
3290    1.29753E+01    4.43482E-01    -6.48594E-34    -9.91805E-01    3.30911E-10    1.02450E-07    -8.36434E-10
3291    1.29595E+01    4.40585E-01    -5.77187E-34    -9.87000E-01    3.30567E-10    1.02235E-07    -8.00121E-10
3292    1.29434E+01    4.37699E-01    -5.06318E-34    -9.82098E-01    3.30223E-10    1.02019E-07    -7.63862E-10
3293    1.29271E+01    4.34825E-01    -4.36331E-34    -9.77097E-01    3.29880E-10    1.01802E-07    -7.27663E-10
3294    1.29104E+01    4.31963E-01    -3.67570E-34    -9.71991E-01    3.29537E-10    1.01584E-07    -6.91529E-10
3295    1.28935E+01    4.29114E-01    -3.00379E-34    -9.66795E-01    3.29194E-10    1.01364E-07    -6.55462E-10
3296    1.28763E+01    4.26280E-01    -2.35101E-34    -9.61502E-01    3.28851E-10    1.01144E-07    -6.19468E-10
3297    1.28588E+01    4.23460E-01    -1.72080E-34    -9.56119E-01    3.28509E-10    1.00923E-07    -5.83552E-10
3298    1.28410E+01    4.20655E-01    -1.11661E-34    -9.50646E-01    3.28167E-10    1.00701E-07    -5.47718E-10
3299    1.28229E+01    4.17866E-01    -5.41862E-35    -9.45085E-01    3.27826E-10    1.00478E-07    -5.11970E-10
3300    1.28045E+01    4.15094E-01    0.00000E+00    -9.39442E-01    3.27485E-10    1.00254E-07    -4.76312E-10
3301    1.27858E+01    4.12340E-01    5.06266E-35    -9.33710E-01    3.27144E-10    1.00029E-07    -4.40750E-10
3302    1.27669E+01    4.09604E-01    9.77130E-35    -9.27904E-01    3.26804E-10    9.98039E-08    -4.05285E-10
3303    1.27476E+01    4.06886E-01    1.41351E-34    -9.22016E-01    3.26464E-10    9.95775E-08    -3.69921E-10
3304    1.27280E+01    4.04188E-01    1.81634E-34    -9.16048E-01    3.26124E-10    9.93502E-08    -3.34662E-10
3305    1.27081E+01    4.01509E-01    2.18652E-34    -9.10005E-01    3.25784E-10    9.91221E-08    -2.99508E-10
3306    1.26878E+01    3.98850E-01    2.52499E-34    -9.03888E-01    3.25445E-10    9.88933E-08    -2.64465E-10
3307    1.26673E+01    3.96213E-01    2.83267E-34    -8.97704E-01    3.25107E-10    9.86636E-08    -2.29533E-10
3308    1.26465E+01    3.93596E-01    3.11046E-34    -8.91446E-01    3.24768E-10    9.84332E-08    -1.94717E-10
3309    1.26252E+01    3.91002E-01    3.35931E-34    -8.85113E-01    3.24430E-10    9.82021E-08    -1.60019E-10
3310    1.26037E+01    3.88428E-01    3.58012E-34    -8.78721E-01    3.24093E-10    9.79702E-08    -1.25442E-10
3311    1.25819E+01    3.85879E-01    3.77382E-34    -8.72270E-01    3.23755E-10    9.77376E-08    -9.09882E-11
3312    1.25598E+01    3.83352E-01    3.94133E-34    -8.65744E-01    3.23418E-10    9.75043E-08    -5.66613E-11
3313    1.25372E+01    3.80849E-01    4.08357E-34    -8.59165E-01    3.23082E-10    9.72704E-08    -2.24639E-11
3314    1.25144E+01    3.78370E-01    4.20146E-34    -8.52527E-01    3.22745E-10    9.70357E-08    1.16011E-11
3315    1.24913E+01    3.75916E-01    4.29592E-34    -8.45837E-01    3.22409E-10    9.68005E-08    4.55309E-11
3316    1.24678E+01    3.73488E-01    4.36788E-34    -8.39093E-01    3.22074E-10    9.65646E-08    7.93227E-11
3317    1.24440E+01    3.71084E-01    4.41825E-34    -8.32290E-01    3.21738E-10    9.63280E-08    1.12974E-10
3318    1.24199E+01    3.68707E-01    4.44796E-34    -8.25442E-01    3.21403E-10    9.60909E-08    1.46481E-10
3319    1.23954E+01    3.66356E-01    4.45793E-34    -8.18549E-01    3.21068E-10    9.58532E-08    1.79841E-10
3320    1.23705E+01    3.64032E-01    4.44907E-34    -8.11610E-01    3.20734E-10    9.56149E-08    2.13052E-10
3321    1.23455E+01    3.61734E-01    4.42231E-34    -8.04619E-01    3.20400E-10    9.53760E-08    2.46111E-10
3322    1.23199E+01    3.59464E-01    4.37858E-34    -7.97597E-01    3.20066E-10    9.51366E-08    2.79014E-10
3323    1.22941E+01    3.57222E-01    4.31878E-34    -7.90529E-01    3.19733E-10    9.48967E-08    3.11759E-10
3324    1.22680E+01    3.55008E-01    4.24385E-34    -7.83423E-01    3.19400E-10    9.46563E-08    3.44344E-10
3325    1.22415E+01    3.52822E-01    4.15470E-34    -7.76287E-01    3.19067E-10    9.44154E-08    3.76764E-10
3326    1.22147E+01    3.50665E-01    4.05226E-34    -7.69120E-01    3.18735E-10    9.41740E-08    4.09018E-10
3327    1.21875E+01    3.48537E-01    3.93744E-34    -7.61922E-01    3.18403E-10    9.39322E-08    4.41103E-10
3328    1.21601E+01    3.46439E-01    3.81117E-34    -7.54693E-01    3.18071E-10    9.36899E-08    4.73015E-10
3329    1.21323E+01    3.44371E-01    3.67437E-34    -7.47441E-01    3.17740E-10    9.34472E-08    5.04752E-10
3330    1.21042E+01    3.42333E-01    3.52796E-34    -7.40172E-01    3.17409E-10    9.32040E-08    5.36311E-10
3331    1.20758E+01    3.40325E-01    3.37286E-34    -7.32872E-01    3.17078E-10    9.29605E-08    5.67688E-10
3332    1.20471E+01    3.38347E-01    3.20999E-34    -7.25564E-01    3.16748E-10    9.27166E-08    5.98883E-10
3333    1.20180E+01    3.36401E-01    3.04027E-34    -7.18239E-01    3.16418E-10    9.24723E-08    6.29890E-10
3334    1.19887E+01    3.34485E-01    2.86463E-34    -7.10898E-01    3.16088E-10    9.22276E-08    6.60708E-10
3335    1.19590E+01    3.32601E-01    2.68398E-34    -7.03540E-01    3.15759E-10    9.19827E-08    6.91334E-10
3336    1.19290E+01    3.30748E-01    2.49925E-34    -6.96180E-01    3.15430E-10    9.17374E-08    7.21764E-10
3337    1.18988E+01    3.28927E-01    2.31135E-34    -6.88810E-01    3.15101E-10    9.14918E-08    7.51996E-10
3338    1.18682E+01    3.27136E-01    2.12122E-34    -6.81436E-01    3.14773E-10    9.12459E-08    7.82027E-10
3339    1.18373E+01    3.25378E-01    1.92976E-34    -6.74060E-01    3.14445E-10    9.09998E-08    8.11855E-10
3340    1.18061E+01    3.23652E-01    1.73790E-34    -6.66684E-01    3.14117E-10    9.07534E-08    8.41476E-10
3341    1.17747E+01    3.21959E-01    1.54657E-34    -6.59310E-01    3.13790E-10    9.05067E-08    8.70887E-10
3342    1.17429E+01    3.20297E-01    1.35667E-34    -6.51941E-01    3.13463E-10    9.02598E-08    9.00086E-10
3343    1.17109E+01    3.18668E-01    1.16914E-34    -6.44579E-01    3.13136E-10    9.00128E-08    9.29070E-10
3344    1.16786E+01    3.17072E-01    9.84900E-35    -6.37226E-01    3.12809E-10    8.97655E-08    9.57836E-10
3345    1.16460E+01    3.15508E-01    8.04862E-35    -6.29886E-01    3.12483E-10    8.95180E-08    9.86380E-10
3346    1.16131E+01    3.13977E-01    6.29951E-35    -6.22558E-01    3.12158E-10    8.92704E-08    1.01470E-09
3347    1.15800E+01    3.12478E-01    4.61088E-35    -6.15247E-01    3.11832E-10    8.90227E-08    1.04280E-09
3348    1.15466E+01    3.11013E-01    2.99195E-35    -6.07953E-01    3.11507E-10    8.87748E-08    1.07066E-09
3349    1.15130E+01    3.09579E-01    1.45192E-35    -6.00680E-01    3.11182E-10    8.85268E-08    1.09829E-09
3350    1.14791E+01    3.08179E-01    0.00000E+00    -5.93430E-01    3.10858E-10    8.82787E-08    1.12569E-09
3351    1.14449E+01    3.06812E-01    -1.35654E-35    -5.86204E-01    3.10533E-10    8.80305E-08    1.15285E-09
3352    1.14105E+01    3.05478E-01    -2.61821E-35    -5.79004E-01    3.10210E-10    8.77822E-08    1.17977E-09
3353    1.13758E+01    3.04175E-01    -3.78750E-35    -5.71832E-01    3.09886E-10    8.75339E-08    1.20645E-09
3354    1.13409E+01    3.02907E-01    -4.86686E-35    -5.64690E-01    3.09563E-10    8.72856E-08    1.23289E-09
3355    1.13058E+01    3.01670E-01    -5.85878E-35    -5.57581E-01    3.09240E-10    8.70373E-08    1.25908E-09
3356    1.12704E+01    3.00466E-01    -6.76570E-35    -5.50505E-01    3.08918E-10    8.67889E-08    1.28503E-09
3357    1.12348E+01    2.99296E-01    -7.59011E-35    -5.43465E-01    3.08595E-10    8.65406E-08    1.31074E-09
3358    1.11989E+01    2.98157E-01    -8.33446E-35    -5.36463E-01    3.08273E-10    8.62923E-08    1.33620E-09
3359    1.11629E+01    2.97051E-01    -9.00124E-35    -5.29500E-01    3.07952E-10    8.60441E-08    1.36141E-09
3360    1.11266E+01    2.95979E-01    -9.59290E-35    -5.22579E-01    3.07631E-10    8.57960E-08    1.38637E-09
3361    1.10901E+01    2.94938E-01    -1.01119E-34    -5.15701E-01    3.07310E-10    8.55479E-08    1.41108E-09
3362    1.10534E+01    2.93929E-01    -1.05608E-34    -5.08868E-01    3.06989E-10    8.52999E-08    1.43555E-09
3363    1.10165E+01    2.92953E-01    -1.09419E-34    -5.02083E-01    3.06669E-10    8.50521E-08    1.45976E-09
3364    1.09794E+01    2.92009E-01    -1.12578E-34    -4.95347E-01    3.06349E-10    8.48044E-08    1.48371E-09
3365    1.09421E+01    2.91097E-01    -1.15109E-34    -4.88661E-01    3.06029E-10    8.45569E-08    1.50741E-09
3366    1.09047E+01    2.90217E-01    -1.17037E-34    -4.82027E-01    3.05710E-10    8.43095E-08    1.53086E-09
3367    1.08670E+01    2.89369E-01    -1.18387E-34    -4.75448E-01    3.05391E-10    8.40624E-08    1.55405E-09
3368    1.08292E+01    2.88552E-01    -1.19183E-34    -4.68923E-01    3.05072E-10    8.38154E-08    1.57698E-09
3369    1.07912E+01    2.87766E-01    -1.19450E-34    -4.62455E-01    3.04753E-10    8.35687E-08    1.59965E-09
3370    1.07530E+01    2.87012E-01    -1.19212E-34    -4.56046E-01    3.04435E-10    8.33223E-08    1.62206E-09
3371    1.07146E+01    2.86288E-01    -1.18496E-34    -4.49697E-01    3.04118E-10    8.30760E-08    1.64421E-09
3372    1.06761E+01    2.85596E-01    -1.17324E-34    -4.43408E-01    3.03800E-10    8.28301E-08    1.66610E-09
3373    1.06375E+01    2.84933E-01    -1.15721E-34    -4.37181E-01    3.03483E-10    8.25845E-08    1.68772E-09
3374    1.05988E+01    2.84301E-01    -1.13714E-34    -4.31020E-01    3.03166E-10    8.23392E-08    1.70907E-09
3375    1.05598E+01    2.83698E-01    -1.11325E-34    -4.24923E-01    3.02850E-10    8.20942E-08    1.73016E-09
3376    1.05207E+01    2.83125E-01    -1.08580E-34    -4.18893E-01    3.02533E-10    8.18496E-08    1.75099E-09
3377    1.04815E+01    2.82582E-01    -1.05504E-34    -4.12931E-01    3.02218E-10    8.16053E-08    1.77154E-09
3378    1.04422E+01    2.82068E-01    -1.02120E-34    -4.07038E-01    3.01902E-10    8.13615E-08    1.79182E-09
3379    1.04028E+01    2.81582E-01    -9.84545E-35    -4.01216E-01    3.01587E-10    8.11180E-08    1.81183E-09
3380    1.03633E+01    2.81125E-01    -9.45314E-35    -3.95466E-01    3.01272E-10    8.08749E-08    1.83157E-09
3381    1.03236E+01    2.80696E-01    -9.03755E-35    -3.89789E-01    3.00957E-10    8.06323E-08    1.85104E-09
3382    1.02839E+01    2.80295E-01    -8.60114E-35    -3.84186E-01    3.00643E-10    8.03901E-08    1.87023E-09
3383    1.02440E+01    2.79921E-01    -8.14639E-35    -3.78658E-01    3.00329E-10    8.01485E-08    1.88915E-09
3384    1.02040E+01    2.79575E-01    -7.67575E-35    -3.73207E-01    3.00015E-10    7.99073E-08    1.90778E-09
3385    1.01640E+01    2.79255E-01    -7.19171E-35    -3.67833E-01    2.99702E-10    7.96666E-08    1.92614E-09
3386    1.01239E+01    2.78962E-01    -6.69672E-35    -3.62538E-01    2.99389E-10    7.94264E-08    1.94422E-09
3387    1.00837E+01    2.78694E-01    -6.19325E-35    -3.57322E-01    2.99076E-10    7.91868E-08    1.96202E-09
3388    1.00435E+01    2.78452E-01    -5.68378E-35    -3.52186E-01    2.98763E-10    7.89477E-08    1.97954E-09
3389    1.00033E+01    2.78236E-01    -5.17077E-35    -3.47132E-01    2.98451E-10    7.87092E-08    1.99677E-09
3390    9.96290E+00    2.78044E-01    -4.65670E-35    -3.42160E-01    2.98139E-10    7.84713E-08    2.01373E-09
3391    9.92251E+00    2.77877E-01    -4.14401E-35    -3.37272E-01    2.97828E-10    7.82340E-08    2.03039E-09
3392    9.88216E+00    2.77733E-01    -3.63520E-35    -3.32468E-01    2.97517E-10    7.79974E-08    2.04677E-09
3393    9.84171E+00    2.77614E-01    -3.13271E-35    -3.27748E-01    2.97206E-10    7.77613E-08    2.06286E-09
3394    9.80130E+00    2.77517E-01    -2.63903E-35    -3.23115E-01    2.96895E-10    7.75260E-08    2.07866E-09
3395    9.76085E+00    2.77444E-01    -2.15662E-35    -3.18568E-01    2.96585E-10    7.72913E-08    2.09417E-09
3396    9.72045E+00    2.77393E-01    -1.68795E-35    -3.14108E-01    2.96275E-10    7.70573E-08    2.10939E-09
3397    9.67995E+00    2.77364E-01    -1.23548E-35    -3.09736E-01    2.95965E-10    7.68241E-08    2.12432E-09
3398    9.63955E+00    2.77356E-01    -8.01690E-36    -3.05452E-01    2.95656E-10    7.65915E-08    2.13895E-09
3399    9.59913E+00    2.77369E-01    -3.89040E-36    -3.01257E-01    2.95347E-10    7.63597E-08    2.15329E-09
3400    9.55868E+00    2.77402E-01    0.00000E+00    -2.97151E-01    2.95038E-10    7.61287E-08    2.16733E-09
3401    9.51827E+00    2.77456E-01    3.63483E-36    -2.93136E-01    2.94729E-10    7.58985E-08    2.18108E-09
3402    9.47790E+00    2.77529E-01    7.01548E-36    -2.89211E-01    2.94421E-10    7.56691E-08    2.19453E-09
3403    9.43764E+00    2.77621E-01    1.01486E-35    -2.85377E-01    2.94113E-10    7.54404E-08    2.20768E-09
3404    9.39735E+00    2.77732E-01    1.30407E-35    -2.81633E-01    2.93806E-10    7.52126E-08    2.22054E-09
3405    9.35711E+00    2.77861E-01    1.56985E-35    -2.77982E-01    2.93499E-10    7.49856E-08    2.23310E-09
3406    9.31690E+00    2.78008E-01    1.81286E-35    -2.74423E-01    2.93192E-10    7.47595E-08    2.24537E-09
