# L    TT    EE    BB    TE    PP    TP    EP
6575    9.21013E-03    8.90346E-05    3.75050E-53    2.17864E-04    1.40019E-12    8.20787E-09    1.78361E-11
6576    9.20861E-03    8.86988E-05    3.73972E-53    2.17270E-04    1.39487E-12    8.20040E-09    1.78268E-11
6577    9.20708E-03    8.83634E-05    3.72892E-53    2.16677E-04    1.38956E-12    8.19294E-09    1.78176E-11
6578    9.20555E-03    8.80285E-05    3.71809E-53    2.16084E-04    1.38426E-12    8.18547E-09    1.78085E-11
6579    9.20402E-03    8.76941E-05    3.70724E-53    2.15493E-04    1.37898E-12    8.17800E-09    1.77994E-11
6580    9.20241E-03    8.73604E-05    3.69637E-53    2.14903E-04    1.37372E-12    8.17053E-09    1.77903E-11
6581    9.20086E-03    8.70271E-05    3.68547E-53    2.14313E-04    1.36846E-12    8.16306E-09    1.77813E-11
6582    9.19931E-03    8.66944E-05    3.67455E-53    2.13723E-04    1.36322E-12    8.15559E-09    1.77724E-11
6583    9.19768E-03    8.63622E-05    3.66361E-53    2.13135E-04    1.35800E-12    8.14812E-09    1.77635E-11
6584    9.19612E-03    8.60306E-05    3.65264E-53    2.12548E-04    1.35279E-12    8.14064E-09    1.77546E-11
6585    9.19448E-03    8.56996E-05    3.64165E-53    2.11961E-04    1.34759E-12    8.13317E-09    1.77458E-11
6586    9.19284E-03    8.53690E-05    3.63063E-53    2.11376E-04    1.34240E-12    8.12569E-09    1.77371E-11
6587    9.19119E-03    8.50391E-05    3.61960E-53    2.10792E-04    1.33723E-12    8.11821E-09    1.77284E-11
6588    9.18954E-03    8.47096E-05    3.60854E-53    2.10208E-04    1.33208E-12    8.11073E-09    1.77197E-11
6589    9.18788E-03    8.43808E-05    3.59746E-53    2.09625E-04    1.32694E-12    8.10325E-09    1.77111E-11
6590    9.18621E-03    8.40525E-05    3.58635E-53    2.09044E-04    1.32181E-12    8.09577E-09    1.77025E-11
6591    9.18447E-03    8.37248E-05    3.57523E-53    2.08464E-04    1.31669E-12    8.08828E-09    1.76940E-11
6592    9.18279E-03    8.33976E-05    3.56408E-53    2.07884E-04    1.31159E-12    8.08080E-09    1.76855E-11
6593    9.18103E-03    8.30710E-05    3.55291E-53    2.07306E-04    1.30650E-12    8.07331E-09    1.76771E-11
6594    9.17935E-03    8.27450E-05    3.54172E-53    2.06729E-04    1.30143E-12    8.06582E-09    1.76687E-11
6595    9.17758E-03    8.24196E-05    3.53051E-53    2.06153E-04    1.29637E-12    8.05833E-09    1.76604E-11
6596    9.17581E-03    8.20947E-05    3.51927E-53    2.05578E-04    1.29132E-12    8.05084E-09    1.76521E-11
6597    9.17396E-03    8.17705E-05    3.50802E-53    2.05004E-04    1.28629E-12    8.04335E-09    1.76438E-11
6598    9.17217E-03    8.14469E-05    3.49674E-53    2.04431E-04    1.28127E-12    8.03586E-09    1.76356E-11
6599    9.17039E-03    8.11237E-05    3.48545E-53    2.03860E-04    1.27626E-12    8.02836E-09    1.76275E-11
6600    9.16852E-03    8.08013E-05    3.47413E-53    2.03290E-04    1.27127E-12    8.02087E-09    1.76193E-11
6601    9.16665E-03    8.04795E-05    3.46280E-53    2.02721E-04    1.26629E-12    8.01337E-09    1.76113E-11
6602    9.16477E-03    8.01582E-05    3.45144E-53    2.02153E-04    1.26132E-12    8.00587E-09    1.76032E-11
6603    9.16288E-03    7.98375E-05    3.44007E-53    2.01587E-04    1.25637E-12    7.99837E-09    1.75952E-11
6604    9.16099E-03    7.95174E-05    3.42867E-53    2.01022E-04    1.25143E-12    7.99087E-09    1.75873E-11
6605    9.15902E-03    7.91980E-05    3.41726E-53    2.00458E-04    1.24651E-12    7.98337E-09    1.75794E-11
6606    9.15705E-03    7.88791E-05    3.40582E-53    1.99895E-04    1.24159E-12    7.97586E-09    1.75715E-11
6607    9.15507E-03    7.85609E-05    3.39437E-53    1.99334E-04    1.23670E-12    7.96836E-09    1.75637E-11
6608    9.15308E-03    7.82433E-05    3.38290E-53    1.98775E-04    1.23181E-12    7.96085E-09    1.75559E-11
6609    9.15109E-03    7.79263E-05    3.37141E-53    1.98216E-04    1.22694E-12    7.95334E-09    1.75481E-11
6610    9.14902E-03    7.76100E-05    3.35990E-53    1.97659E-04    1.22208E-12    7.94583E-09    1.75404E-11
6611    9.14702E-03    7.72943E-05    3.34837E-53    1.97104E-04    1.21723E-12    7.93832E-09    1.75328E-11
6612    9.14493E-03    7.69792E-05    3.33683E-53    1.96550E-04    1.21240E-12    7.93081E-09    1.75252E-11
6613    9.14284E-03    7.66648E-05    3.32527E-53    1.95997E-04    1.20758E-12    7.92330E-09    1.75176E-11
6614    9.14068E-03    7.63509E-05    3.31369E-53    1.95446E-04    1.20277E-12    7.91578E-09    1.75100E-11
6615    9.13858E-03    7.60378E-05    3.30209E-53    1.94896E-04    1.19798E-12    7.90827E-09    1.75025E-11
6616    9.13640E-03    7.57253E-05    3.29047E-53    1.94348E-04    1.19320E-12    7.90075E-09    1.74950E-11
6617    9.13421E-03    7.54134E-05    3.27884E-53    1.93802E-04    1.18843E-12    7.89323E-09    1.74876E-11
6618    9.13195E-03    7.51021E-05    3.26719E-53    1.93257E-04    1.18368E-12    7.88571E-09    1.74802E-11
6619    9.12975E-03    7.47915E-05    3.25552E-53    1.92714E-04    1.17894E-12    7.87819E-09    1.74729E-11
6620    9.12747E-03    7.44817E-05    3.24384E-53    1.92171E-04    1.17421E-12    7.87067E-09    1.74655E-11
6621    9.12519E-03    7.41723E-05    3.23214E-53    1.91631E-04    1.16950E-12    7.86314E-09    1.74583E-11
6622    9.12290E-03    7.38637E-05    3.22042E-53    1.91093E-04    1.16479E-12    7.85562E-09    1.74510E-11
6623    9.12053E-03    7.35557E-05    3.20869E-53    1.90555E-04    1.16010E-12    7.84809E-09    1.74438E-11
6624    9.11816E-03    7.32483E-05    3.19694E-53    1.90019E-04    1.15543E-12    7.84056E-09    1.74366E-11
6625    9.11585E-03    7.29416E-05    3.18518E-53    1.89484E-04    1.15076E-12    7.83303E-09    1.74295E-11
6626    9.11339E-03    7.26355E-05    3.17340E-53    1.88951E-04    1.14611E-12    7.82550E-09    1.74224E-11
6627    9.11100E-03    7.23301E-05    3.16160E-53    1.88421E-04    1.14148E-12    7.81797E-09    1.74153E-11
6628    9.10853E-03    7.20253E-05    3.14979E-53    1.87890E-04    1.13685E-12    7.81044E-09    1.74083E-11
6629    9.10605E-03    7.17212E-05    3.13797E-53    1.87362E-04    1.13224E-12    7.80290E-09    1.74013E-11
6630    9.10356E-03    7.14176E-05    3.12613E-53    1.86835E-04    1.12764E-12    7.79537E-09    1.73943E-11
6631    9.10107E-03    7.11148E-05    3.11427E-53    1.86310E-04    1.12306E-12    7.78783E-09    1.73874E-11
6632    9.09850E-03    7.08126E-05    3.10241E-53    1.85786E-04    1.11848E-12    7.78029E-09    1.73805E-11
6633    9.09600E-03    7.05111E-05    3.09052E-53    1.85263E-04    1.11392E-12    7.77275E-09    1.73736E-11
6634    9.09342E-03    7.02101E-05    3.07863E-53    1.84742E-04    1.10937E-12    7.76521E-09    1.73668E-11
6635    9.09076E-03    6.99099E-05    3.06671E-53    1.84223E-04    1.10484E-12    7.75766E-09    1.73600E-11
6636    9.08816E-03    6.96102E-05    3.05479E-53    1.83705E-04    1.10031E-12    7.75012E-09    1.73532E-11
6637    9.08549E-03    6.93112E-05    3.04285E-53    1.83188E-04    1.09580E-12    7.74257E-09    1.73465E-11
6638    9.08280E-03    6.90129E-05    3.03090E-53    1.82674E-04    1.09131E-12    7.73503E-09    1.73398E-11
6639    9.08012E-03    6.87152E-05    3.01894E-53    1.82160E-04    1.08682E-12    7.72748E-09    1.73331E-11
6640    9.07743E-03    6.84181E-05    3.00696E-53    1.81648E-04    1.08235E-12    7.71993E-09    1.73264E-11
6641    9.07465E-03    6.81217E-05    2.99497E-53    1.81137E-04    1.07789E-12    7.71238E-09    1.73198E-11
6642    9.07195E-03    6.78259E-05    2.98296E-53    1.80628E-04    1.07344E-12    7.70483E-09    1.73132E-11
6643    9.06916E-03    6.75307E-05    2.97095E-53    1.80120E-04    1.06901E-12    7.69727E-09    1.73067E-11
6644    9.06629E-03    6.72363E-05    2.95892E-53    1.79614E-04    1.06458E-12    7.68972E-09    1.73002E-11
6645    9.06350E-03    6.69424E-05    2.94688E-53    1.79109E-04    1.06017E-12    7.68216E-09    1.72937E-11
6646    9.06062E-03    6.66492E-05    2.93483E-53    1.78606E-04    1.05578E-12    7.67460E-09    1.72872E-11
6647    9.05773E-03    6.63567E-05    2.92277E-53    1.78104E-04    1.05139E-12    7.66704E-09    1.72808E-11
6648    9.05484E-03    6.60647E-05    2.91069E-53    1.77604E-04    1.04702E-12    7.65948E-09    1.72743E-11
6649    9.05195E-03    6.57734E-05    2.89861E-53    1.77105E-04    1.04266E-12    7.65192E-09    1.72680E-11
6650    9.04897E-03    6.54828E-05    2.88651E-53    1.76607E-04    1.03831E-12    7.64436E-09    1.72616E-11
6651    9.04598E-03    6.51928E-05    2.87440E-53    1.76110E-04    1.03397E-12    7.63680E-09    1.72553E-11
6652    9.04299E-03    6.49034E-05    2.86228E-53    1.75616E-04    1.02965E-12    7.62923E-09    1.72490E-11
6653    9.04000E-03    6.46147E-05    2.85015E-53    1.75123E-04    1.02534E-12    7.62166E-09    1.72427E-11
6654    9.03699E-03    6.43266E-05    2.83801E-53    1.74630E-04    1.02104E-12    7.61409E-09    1.72365E-11
6655    9.03391E-03    6.40392E-05    2.82586E-53    1.74140E-04    1.01675E-12    7.60652E-09    1.72302E-11
6656    9.03082E-03    6.37524E-05    2.81371E-53    1.73651E-04    1.01247E-12    7.59895E-09    1.72240E-11
6657    9.02772E-03    6.34662E-05    2.80154E-53    1.73164E-04    1.00821E-12    7.59138E-09    1.72179E-11
6658    9.02462E-03    6.31807E-05    2.78936E-53    1.72678E-04    1.00396E-12    7.58381E-09    1.72117E-11
6659    9.02144E-03    6.28958E-05    2.77717E-53    1.72193E-04    9.99721E-13    7.57623E-09    1.72056E-11
6660    9.01832E-03    6.26116E-05    2.76497E-53    1.71710E-04    9.95495E-13    7.56865E-09    1.71995E-11
6661    9.01513E-03    6.23279E-05    2.75276E-53    1.71227E-04    9.91280E-13    7.56108E-09    1.71934E-11
6662    9.01185E-03    6.20450E-05    2.74055E-53    1.70747E-04    9.87077E-13    7.55350E-09    1.71874E-11
6663    9.00864E-03    6.17626E-05    2.72832E-53    1.70268E-04    9.82886E-13    7.54592E-09    1.71813E-11
6664    9.00542E-03    6.14809E-05    2.71609E-53    1.69790E-04    9.78708E-13    7.53833E-09    1.71753E-11
6665    9.00213E-03    6.11999E-05    2.70385E-53    1.69313E-04    9.74541E-13    7.53075E-09    1.71694E-11
6666    8.99883E-03    6.09195E-05    2.69160E-53    1.68839E-04    9.70386E-13    7.52316E-09    1.71634E-11
6667    8.99552E-03    6.06397E-05    2.67934E-53    1.68365E-04    9.66243E-13    7.51558E-09    1.71575E-11
6668    8.99213E-03    6.03606E-05    2.66708E-53    1.67893E-04    9.62112E-13    7.50799E-09    1.71515E-11
6669    8.98873E-03    6.00821E-05    2.65480E-53    1.67422E-04    9.57992E-13    7.50040E-09    1.71456E-11
6670    8.98540E-03    5.98042E-05    2.64252E-53    1.66952E-04    9.53885E-13    7.49281E-09    1.71398E-11
6671    8.98199E-03    5.95270E-05    2.63023E-53    1.66484E-04    9.49789E-13    7.48522E-09    1.71339E-11
6672    8.97850E-03    5.92504E-05    2.61794E-53    1.66017E-04    9.45705E-13    7.47763E-09    1.71281E-11
6673    8.97508E-03    5.89745E-05    2.60564E-53    1.65552E-04    9.41633E-13    7.47003E-09    1.71223E-11
6674    8.97157E-03    5.86992E-05    2.59333E-53    1.65089E-04    9.37573E-13    7.46244E-09    1.71165E-11
6675    8.96806E-03    5.84245E-05    2.58101E-53    1.64625E-04    9.33524E-13    7.45484E-09    1.71107E-11
6676    8.96454E-03    5.81505E-05    2.56869E-53    1.64164E-04    9.29487E-13    7.44724E-09    1.71050E-11
6677    8.96102E-03    5.78771E-05    2.55637E-53    1.63705E-04    9.25461E-13    7.43964E-09    1.70992E-11
6678    8.95741E-03    5.76044E-05    2.54403E-53    1.63246E-04    9.21448E-13    7.43204E-09    1.70935E-11
6679    8.95388E-03    5.73322E-05    2.53169E-53    1.62789E-04    9.17446E-13    7.42444E-09    1.70878E-11
6680    8.95026E-03    5.70608E-05    2.51935E-53    1.62333E-04    9.13455E-13    7.41683E-09    1.70821E-11
6681    8.94663E-03    5.67899E-05    2.50700E-53    1.61879E-04    9.09476E-13    7.40923E-09    1.70765E-11
6682    8.94292E-03    5.65197E-05    2.49465E-53    1.61425E-04    9.05508E-13    7.40162E-09    1.70708E-11
6683    8.93929E-03    5.62502E-05    2.48229E-53    1.60974E-04    9.01552E-13    7.39401E-09    1.70652E-11
6684    8.93556E-03    5.59813E-05    2.46992E-53    1.60523E-04    8.97608E-13    7.38640E-09    1.70596E-11
6685    8.93184E-03    5.57130E-05    2.45755E-53    1.60074E-04    8.93675E-13    7.37879E-09    1.70540E-11
6686    8.92810E-03    5.54453E-05    2.44518E-53    1.59626E-04    8.89754E-13    7.37118E-09    1.70484E-11
6687    8.92429E-03    5.51783E-05    2.43280E-53    1.59180E-04    8.85843E-13    7.36357E-09    1.70429E-11
6688    8.92054E-03    5.49118E-05    2.42042E-53    1.58736E-04    8.81944E-13    7.35595E-09    1.70373E-11
6689    8.91671E-03    5.46461E-05    2.40803E-53    1.58292E-04    8.78057E-13    7.34833E-09    1.70318E-11
6690    8.91288E-03    5.43810E-05    2.39564E-53    1.57849E-04    8.74181E-13    7.34072E-09    1.70263E-11
6691    8.90903E-03    5.41165E-05    2.38325E-53    1.57408E-04    8.70316E-13    7.33310E-09    1.70208E-11
6692    8.90518E-03    5.38527E-05    2.37085E-53    1.56968E-04    8.66463E-13    7.32548E-09    1.70153E-11
6693    8.90125E-03    5.35895E-05    2.35845E-53    1.56530E-04    8.62621E-13    7.31785E-09    1.70098E-11
6694    8.89732E-03    5.33269E-05    2.34605E-53    1.56092E-04    8.58790E-13    7.31023E-09    1.70044E-11
6695    8.89337E-03    5.30649E-05    2.33364E-53    1.55656E-04    8.54970E-13    7.30261E-09    1.69989E-11
6696    8.88942E-03    5.28036E-05    2.32123E-53    1.55222E-04    8.51162E-13    7.29498E-09    1.69935E-11
6697    8.88546E-03    5.25430E-05    2.30882E-53    1.54789E-04    8.47364E-13    7.28735E-09    1.69881E-11
6698    8.88142E-03    5.22830E-05    2.29641E-53    1.54357E-04    8.43578E-13    7.27972E-09    1.69827E-11
6699    8.87745E-03    5.20236E-05    2.28399E-53    1.53927E-04    8.39803E-13    7.27209E-09    1.69773E-11
6700    8.87339E-03    5.17648E-05    2.27157E-53    1.53497E-04    8.36039E-13    7.26446E-09    1.69719E-11
6701    8.86933E-03    5.15066E-05    2.25916E-53    1.53069E-04    8.32286E-13    7.25683E-09    1.69665E-11
6702    8.86519E-03    5.12492E-05    2.24674E-53    1.52642E-04    8.28544E-13    7.24920E-09    1.69611E-11
6703    8.86111E-03    5.09923E-05    2.23431E-53    1.52217E-04    8.24814E-13    7.24156E-09    1.69558E-11
6704    8.85696E-03    5.07360E-05    2.22189E-53    1.51793E-04    8.21094E-13    7.23392E-09    1.69505E-11
6705    8.85279E-03    5.04804E-05    2.20947E-53    1.51370E-04    8.17385E-13    7.22628E-09    1.69451E-11
6706    8.84862E-03    5.02255E-05    2.19704E-53    1.50948E-04    8.13687E-13    7.21864E-09    1.69398E-11
6707    8.84444E-03    4.99712E-05    2.18462E-53    1.50528E-04    8.10000E-13    7.21100E-09    1.69345E-11
6708    8.84018E-03    4.97175E-05    2.17219E-53    1.50109E-04    8.06325E-13    7.20336E-09    1.69292E-11
6709    8.83599E-03    4.94644E-05    2.15977E-53    1.49691E-04    8.02659E-13    7.19571E-09    1.69239E-11
6710    8.83171E-03    4.92119E-05    2.14734E-53    1.49274E-04    7.99005E-13    7.18807E-09    1.69186E-11
6711    8.82743E-03    4.89602E-05    2.13491E-53    1.48859E-04    7.95362E-13    7.18042E-09    1.69133E-11
6712    8.82307E-03    4.87090E-05    2.12249E-53    1.48445E-04    7.91729E-13    7.17277E-09    1.69081E-11
6713    8.81877E-03    4.84585E-05    2.11006E-53    1.48033E-04    7.88108E-13    7.16513E-09    1.69028E-11
6714    8.81439E-03    4.82086E-05    2.09764E-53    1.47621E-04    7.84496E-13    7.15747E-09    1.68975E-11
6715    8.81001E-03    4.79593E-05    2.08522E-53    1.47211E-04    7.80896E-13    7.14982E-09    1.68923E-11
6716    8.80562E-03    4.77107E-05    2.07279E-53    1.46802E-04    7.77307E-13    7.14217E-09    1.68871E-11
6717    8.80122E-03    4.74627E-05    2.06037E-53    1.46395E-04    7.73728E-13    7.13451E-09    1.68818E-11
6718    8.79681E-03    4.72153E-05    2.04795E-53    1.45988E-04    7.70160E-13    7.12686E-09    1.68766E-11
6719    8.79232E-03    4.69685E-05    2.03554E-53    1.45582E-04    7.66602E-13    7.11920E-09    1.68714E-11
6720    8.78782E-03    4.67224E-05    2.02312E-53    1.45179E-04    7.63055E-13    7.11154E-09    1.68662E-11
6721    8.78332E-03    4.64769E-05    2.01071E-53    1.44776E-04    7.59519E-13    7.10388E-09    1.68609E-11
6722    8.77881E-03    4.62321E-05    1.99829E-53    1.44375E-04    7.55993E-13    7.09622E-09    1.68557E-11
6723    8.77429E-03    4.59879E-05    1.98588E-53    1.43974E-04    7.52478E-13    7.08855E-09    1.68505E-11
6724    8.76969E-03    4.57443E-05    1.97348E-53    1.43575E-04    7.48974E-13    7.08089E-09    1.68453E-11
6725    8.76515E-03    4.55014E-05    1.96107E-53    1.43178E-04    7.45479E-13    7.07322E-09    1.68401E-11
6726    8.76054E-03    4.52590E-05    1.94867E-53    1.42781E-04    7.41996E-13    7.06555E-09    1.68350E-11
6727    8.75592E-03    4.50173E-05    1.93627E-53    1.42386E-04    7.38523E-13    7.05788E-09    1.68298E-11
6728    8.75128E-03    4.47762E-05    1.92388E-53    1.41991E-04    7.35060E-13    7.05021E-09    1.68246E-11
6729    8.74657E-03    4.45358E-05    1.91149E-53    1.41599E-04    7.31608E-13    7.04254E-09    1.68194E-11
6730    8.74193E-03    4.42960E-05    1.89910E-53    1.41206E-04    7.28166E-13    7.03487E-09    1.68142E-11
6731    8.73720E-03    4.40569E-05    1.88671E-53    1.40816E-04    7.24734E-13    7.02719E-09    1.68090E-11
6732    8.73246E-03    4.38183E-05    1.87433E-53    1.40427E-04    7.21313E-13    7.01952E-09    1.68039E-11
6733    8.72772E-03    4.35804E-05    1.86196E-53    1.40039E-04    7.17902E-13    7.01184E-09    1.67987E-11
6734    8.72290E-03    4.33431E-05    1.84959E-53    1.39652E-04    7.14502E-13    7.00416E-09    1.67935E-11
6735    8.71814E-03    4.31065E-05    1.83722E-53    1.39266E-04    7.11111E-13    6.99648E-09    1.67883E-11
6736    8.71330E-03    4.28704E-05    1.82486E-53    1.38882E-04    7.07731E-13    6.98880E-09    1.67832E-11
6737    8.70845E-03    4.26351E-05    1.81250E-53    1.38499E-04    7.04361E-13    6.98111E-09    1.67780E-11
6738    8.70360E-03    4.24003E-05    1.80015E-53    1.38116E-04    7.01001E-13    6.97343E-09    1.67728E-11
6739    8.69873E-03    4.21662E-05    1.78780E-53    1.37736E-04    6.97652E-13    6.96574E-09    1.67676E-11
6740    8.69379E-03    4.19327E-05    1.77546E-53    1.37356E-04    6.94313E-13    6.95806E-09    1.67624E-11
6741    8.68891E-03    4.16997E-05    1.76313E-53    1.36977E-04    6.90983E-13    6.95037E-09    1.67573E-11
6742    8.68395E-03    4.14675E-05    1.75080E-53    1.36600E-04    6.87664E-13    6.94268E-09    1.67521E-11
6743    8.67898E-03    4.12359E-05    1.73847E-53    1.36224E-04    6.84355E-13    6.93499E-09    1.67469E-11
6744    8.67400E-03    4.10049E-05    1.72615E-53    1.35848E-04    6.81056E-13    6.92729E-09    1.67417E-11
6745    8.66902E-03    4.07745E-05    1.71384E-53    1.35475E-04    6.77767E-13    6.91960E-09    1.67365E-11
6746    8.66395E-03    4.05448E-05    1.70154E-53    1.35102E-04    6.74488E-13    6.91190E-09    1.67313E-11
6747    8.65888E-03    4.03156E-05    1.68924E-53    1.34731E-04    6.71219E-13    6.90421E-09    1.67262E-11
6748    8.65387E-03    4.00872E-05    1.67695E-53    1.34360E-04    6.67960E-13    6.89651E-09    1.67210E-11
